Original,Inflection,rosette,is_same
علم,علموا,عَلِم,FALSE
علم,علمن,عَلْمَن,FALSE
علم,علمنا,عِلْم,FALSE
علم,إعلم,عَلِم,FALSE
علم,إعلمي,عَلِم,FALSE
علم,إعلموا,عَلِم,FALSE
علم,إعلمن,إعلمن,FALSE
درك,درك,دَرِك,FALSE
درك,أدرك,أَدْرَك,FALSE
درك,تدرك,تَدَرُّك,FALSE
درك,تدركين,تَدَرُّك,FALSE
درك,تدركي,أَدْرَك,FALSE
درك,تدركون,دَرَّك,FALSE
درك,تدركوا,تَدَرَّك,FALSE
درك,تدركن,أَدَرّ,FALSE
درك,يدرك,دَرَّك,FALSE
درك,تدرك,تَدَرُّك,FALSE
درك,يدركان,دَرَّك,FALSE
درك,يدركا,دَرَّك,FALSE
درك,تدركان,دَرَّك,FALSE
درك,تدركا,تَدَرُّك,FALSE
درك,يدركون,دَرَّك,FALSE
درك,يدركوا,دَرَّك,FALSE
درك,يدركن,أَدَرّ,FALSE
درك,ندرك,دَرَّك,FALSE
درك,أدركت,أَدْرَك,FALSE
درك,أدركت,أَدْرَك,FALSE
درك,أدركتي,أدركتي,FALSE
درك,أدركتم,أَدْرَك,FALSE
درك,أدركتن,أَدْرَك,FALSE
درك,أدرك,أَدْرَك,FALSE
درك,أدركت,أَدْرَك,FALSE
درك,دركا,دَرَك,FALSE
درك,دركتا,دَرَّك,FALSE
درك,أدركوا,أَدْرَك,FALSE
درك,أدركن,أَدَرّ,FALSE
درك,دركنا,دَرَك,FALSE
درك,إدرك,إدرك,FALSE
درك,إدركي,إدركي,FALSE
درك,إدركوا,إدركوا,FALSE
درك,إدركن,إدركن,FALSE
سمع,سمع,سَمِع,FALSE
سمع,أسمع,أَسْمَع,FALSE
سمع,تسمع,تَسَمُّع,FALSE
سمع,تسمعين,تَسَمُّع,FALSE
سمع,تسمعي,سَمِع,FALSE
سمع,تسمعون,سَمَّع,FALSE
سمع,تسمعوا,تَسَمَّع,FALSE
سمع,تسمعن,تَسَمَّع,FALSE
سمع,يسمع,سَمِع,FALSE
سمع,تسمع,تَسَمُّع,FALSE
سمع,يسمعان,سَمِع,FALSE
سمع,يسمعا,سَمِع,FALSE
سمع,تسمعان,سَمِع,FALSE
سمع,تسمعا,تَسَمُّع,FALSE
سمع,يسمعون,سَمِع,FALSE
سمع,يسمعوا,سَمِع,FALSE
سمع,يسمعن,سَمِع,FALSE
سمع,نسمع,سَمِع,FALSE
سمع,سمعت,سَمِع,FALSE
سمع,سمعت,سَمِع,FALSE
سمع,سمعت,سَمِع,FALSE
سمع,سمعتم,سَمِع,FALSE
سمع,سمعتن,سَمِع,FALSE
سمع,سمع,سَمْع,FALSE
سمع,سمعت,سَمِع,FALSE
سمع,سمعا,سَمْع,FALSE
سمع,سمعتا,سَمِع,FALSE
سمع,سمعوا,سَمِع,FALSE
سمع,سمعن,سَمِع,FALSE
سمع,سمعنا,سَمِع,FALSE
سمع,إسمع,إسمع,FALSE
سمع,إسمعي,إسمعي,FALSE
سمع,إسمعوا,إسمعوا,FALSE
سمع,إسمعن,إسمعن,FALSE
نشد,نشد,نَشَد,FALSE
نشد,أنشد,نَشَد,FALSE
نشد,تنشد,أَنْشَد,FALSE
نشد,تنشدين,أَنْشَد,FALSE
نشد,تنشدي,أَنْشَد,FALSE
نشد,تنشدون,أَنْشَد,FALSE
نشد,تنشدوا,أَنْشَد,FALSE
نشد,تنشدن,أَنْشَد,FALSE
نشد,ينشد,نَشَد,FALSE
نشد,تنشد,نَشَد,FALSE
نشد,ينشدنا,نَشَد,FALSE
نشد,ينشدان,نَشَد,FALSE
نشد,تنشدنا,نَشَد,FALSE
نشد,تنشدان,نَشَد,FALSE
نشد,ينشدون,نَشَد,FALSE
نشد,ينشدوا,أَنْشَد,FALSE
نشد,ينشدن,أَنْشَد,FALSE
نشد,ننشد,نَشَد,FALSE
نشد,نشدت,نَشَد,FALSE
نشد,نشدت,نَشَد,FALSE
نشد,نشدت,نَشَد,FALSE
نشد,نشدتم,نَشَد,FALSE
نشد,نشدتن,نَشَد,FALSE
نشد,نشد,شَدّ,FALSE
نشد,نشدت,نَشَد,FALSE
نشد,نشدا,نَشَد,FALSE
نشد,نشدتا,نَشَد,FALSE
نشد,نشدوا,نَشَد,FALSE
نشد,نشدن,شَدَن,FALSE
نشد,نشدنا,نَشَد,FALSE
نشد,إنشد,إنشد,FALSE
نشد,إنشدي,إنشدي,FALSE
نشد,إنشدوا,إنشدوا,FALSE
نشد,إنشدن,إنشدن,FALSE
كتب,كتب,كِتاب,FALSE
كتب,أكتب,أَكْتَب,FALSE
كتب,تكتب,كَتَب,FALSE
كتب,تكتبين,كَتَب,FALSE
كتب,تكتبين,كَتَب,FALSE
كتب,تكتبون,أَكْتَب,FALSE
كتب,تكتبوا,كَتَب,FALSE
كتب,تكتبن,كَتَب,FALSE
كتب,يكتب,كَتَب,FALSE
كتب,تكتب,كَتَب,FALSE
كتب,يكتبان,كَتَب,FALSE
كتب,يكتبا,كَتَب,FALSE
كتب,تكتبان,كَتَب,FALSE
كتب,تكتبا,كَتَب,FALSE
كتب,يكتبون,كَتَب,FALSE
كتب,يكتبوا,كَتَب,FALSE
كتب,يكتبن,كَتَب,FALSE
كتب,نكتب,كَتَب,FALSE
كتب,كتبت,كَتَب,FALSE
كتب,كتبت,كَتَب,FALSE
كتب,كتبت,كَتَب,FALSE
كتب,كتبتم,كَتَب,FALSE
كتب,كتبتن,كَتَب,FALSE
كتب,كتب,كَتَب,FALSE
كتب,كتبت,كَتَب,FALSE
كتب,كتبا,كِتاب,FALSE
كتب,كتبنا,كَتَب,FALSE
كتب,كتبوا,كَتَب,FALSE
كتب,كتبن,كَتَب,FALSE
كتب,كتبنا,كَتَب,FALSE
كتب,إكتب,إكتب,FALSE
كتب,إكتبي,إكتبي,FALSE
كتب,إكتبوا,إكتبوا,FALSE
كتب,إكتبن,إكتبن,FALSE
عرف,عرف,عُرْف,FALSE
عرف,أعرف,أَعْرَف,FALSE
عرف,تعرف,عَرَف,FALSE
عرف,تعرفين,تَعَرُّف,FALSE
عرف,تعرفي,عَرَف,FALSE
عرف,تعرفون,عَرَّف,FALSE
عرف,تعرفوا,عَرَف,FALSE
عرف,تعرفن,عَرَف,FALSE
عرف,يعرف,عَرَف,FALSE
عرف,تعرف,تَعَرُّف,FALSE
عرف,يعرفان,عَرَف,FALSE
عرف,يعرفا,عَرَف,FALSE
عرف,تعرفان,عَرَف,FALSE
عرف,تعرفا,تَعَرُّف,FALSE
عرف,يعرفون,عَرَف,FALSE
عرف,يعرفوا,عَرَف,FALSE
عرف,يعرفن,عَرَف,FALSE
عرف,نعرف,عَرَف,FALSE
عرف,عرفت,عَرَف,FALSE
عرف,عرفت,عَرَف,FALSE
عرف,عرفت,عَرَف,FALSE
عرف,عرفتم,عَرَف,FALSE
عرف,عرفتن,عَرَف,FALSE
عرف,عرف,عُرْف,FALSE
عرف,عرفت,عَرَف,FALSE
عرف,عرفا,عُرْف,FALSE
عرف,عرفتا,عَرَف,FALSE
عرف,عرفوا,عَرَف,FALSE
عرف,عرفن,عَرَف,FALSE
عرف,عرفنا,عَرَف,FALSE
عرف,إعرف,إعرف,FALSE
عرف,إعرفي,إعرفي,FALSE
عرف,إعرفوا,إعرفوا,FALSE
عرف,إعرفن,إعرفن,FALSE
رجع,رجع,رَجَع,FALSE
رجع,أرجع,رَجَع,FALSE
رجع,ترجع,رَجَّع,FALSE
رجع,ترجعي,رَجَّع,FALSE
رجع,ترجعين,رَجَّع,FALSE
رجع,ترجعون,أَرْجَع,FALSE
رجع,ترجعوا,تَرَجَّع,FALSE
رجع,ترجعن,تَرَجَّع,FALSE
رجع,يرجع,رَجَع,FALSE
رجع,ترجع,رَجَع,FALSE
رجع,يرجعون,رَجَع,FALSE
رجع,يرجعوا,رَجَّع,FALSE
رجع,يرجعان,رَجَع,FALSE
رجع,يرجا,رَجّ,FALSE
رجع,ترجعان,رَجَع,FALSE
رجع,ترجعا,رَجَع,FALSE
رجع,يرجعن,رَجَع,FALSE
رجع,نرجع,رَجَع,FALSE
رجع,رجعت,رَجَّع,FALSE
رجع,رجعت,رَجَّع,FALSE
رجع,رجعت,رَجَّع,FALSE
رجع,رجعوا,رَجَّع,FALSE
رجع,رجعن,رَجَّع,FALSE
رجع,رجع,رَجَّع,FALSE
رجع,رجعت,رَجَع,FALSE
رجع,رجعا,رَجْع,FALSE
رجع,رجعتا,رَجَّع,FALSE
رجع,رجعوا,رَجَّع,FALSE
رجع,رجعن,رَجَّع,FALSE
رجع,رجعنا,رَجَع,FALSE
رجع,إرجع,إرجع,FALSE
رجع,إرجعي,إرجعي,FALSE
رجع,إرجعوا,إرجعوا,FALSE
رجع,إرجعن,إرجعن,FALSE
درس,درس,دَرَس,FALSE
درس,أدرس,دَرَس,FALSE
درس,تدرس,دَرَس,FALSE
درس,تدرسين,دَرَس,FALSE
درس,تدرسي,دَرَس,FALSE
درس,تدرسون,دَرَّس,FALSE
درس,تدرسوا,دَرَّس,FALSE
درس,تدرسن,دَرَس,FALSE
درس,يدرس,دَرَس,FALSE
درس,تدرس,دَرَس,FALSE
درس,يدرسان,دَرَس,FALSE
درس,يدرسان,دَرَس,FALSE
درس,تدرسان,دَرَس,FALSE
درس,تدرسا,دَرَس,FALSE
درس,يدرسون,دَرَس,FALSE
درس,يدرسوا,دَرَس,FALSE
درس,يدرسن,دَرَس,FALSE
درس,ندرس,دَرَس,FALSE
درس,درست,دَرَس,FALSE
درس,درست,دَرَس,FALSE
درس,درست,دَرَس,FALSE
درس,درستم,دَرَس,FALSE
درس,درستن,دَرَس,FALSE
درس,درس,دَرْس,FALSE
درس,درست,دَرَس,FALSE
درس,درسا,دَرْس,FALSE
درس,درستا,دَرَس,FALSE
درس,درسوا,دَرَس,FALSE
درس,درسن,دَرَس,FALSE
درس,درسنا,دَرَس,FALSE
درس,إدرس,إدرس,FALSE
درس,إدرسي,إدرسي,FALSE
درس,إدرسوا,إدرسوا,FALSE
درس,إدرسن,إدرسن,FALSE
نزل,نزل,نَزَل,FALSE
نزل,أنزل,أَنْزَل,FALSE
نزل,تنزل,نَزَل,FALSE
نزل,تنزلين,أَنْزَل,FALSE
نزل,تنزلي,أَنْزَل,FALSE
نزل,تنزلون,أَنْزَل,FALSE
نزل,تنزلوا,تَنَزَّل,FALSE
نزل,تنزلن,تَنَزَّل,FALSE
نزل,ينزل,نَزَل,FALSE
نزل,تنزل,نَزَل,FALSE
نزل,ينزلان,نَزَل,FALSE
نزل,ينزلنا,نَزَل,FALSE
نزل,تنزلان,نَزَل,FALSE
نزل,تنزلنا,تَنَزَّل,FALSE
نزل,ينزلون,نَزَل,FALSE
نزل,ينزلوا,أَنْزَل,FALSE
نزل,ينزلن,أَنْزَل,FALSE
نزل,ننزل,نَزَل,FALSE
نزل,نزلت,نَزَل,FALSE
نزل,نزلت,نَزَل,FALSE
نزل,نزلت,نَزَل,FALSE
نزل,نزلتم,نَزَل,FALSE
نزل,نزلتن,نَزَل,FALSE
نزل,نزل,زَلّ,FALSE
نزل,نزلت,نَزَل,FALSE
نزل,نزلا,نَزْل,FALSE
نزل,نزلتا,نَزَل,FALSE
نزل,نزلوا,نَزَل,FALSE
نزل,نزلتن,نَزَل,FALSE
نزل,نزلنا,نَزَل,FALSE
نزل,إنزل,إنزل,FALSE
نزل,إنزلي,إنزلي,FALSE
نزل,إنزلوا,إنزلوا,FALSE
نزل,إنزلن,إنزلن,FALSE
دخل,دخل,دَخْل,FALSE
دخل,أدخل,أَدْخَل,FALSE
دخل,تدخل,تَدَخُّل,FALSE
دخل,تدخلين,تَدَخُّل,FALSE
دخل,تدخلي,دَخَل,FALSE
دخل,تدخلون,أَدْخَل,FALSE
دخل,تدخلوا,أَدْخَل,FALSE
دخل,تدخلن,دَخَل,FALSE
دخل,يدخل,دَخَل,FALSE
دخل,تدخل,تَدَخُّل,FALSE
دخل,يدخلان,دَخَل,FALSE
دخل,يدخلنا,دَخَل,FALSE
دخل,تدخلان,دَخَل,FALSE
دخل,تدخلنا,تَدَخُّل,FALSE
دخل,يدخلون,دَخَل,FALSE
دخل,يدخلوا,دَخَل,FALSE
دخل,يدخلنا,دَخَل,FALSE
دخل,ندخل,دَخَل,FALSE
دخل,دخلت,دَخَل,FALSE
دخل,دخلت,دَخَل,FALSE
دخل,دخلت,دَخَل,FALSE
دخل,دخلتم,دَخَل,FALSE
دخل,دخلتن,دَخَل,FALSE
دخل,دخل,دَخْل,FALSE
دخل,دخلت,دَخَل,FALSE
دخل,دخلا,دَخْل,FALSE
دخل,دخلتا,دَخَل,FALSE
دخل,دخلوا,دَخَل,FALSE
دخل,دخلن,دَخَل,FALSE
دخل,دخلنا,دَخَل,FALSE
دخل,أدخل,دَخَل,FALSE
دخل,أدخلي,دَخَل,FALSE
دخل,أدخلوا,أَدْخَل,FALSE
دخل,أدخلن,أَدْخَل,FALSE
زرع,زرع,زَرَع,FALSE
زرع,أزرع,زَرَع,FALSE
زرع,تزرع,زَرَع,FALSE
زرع,تزرعين,زَرَع,FALSE
زرع,تزرعي,زَرَع,FALSE
زرع,تزرعون,زَرَع,FALSE
زرع,تزرعوا,زَرَع,FALSE
زرع,تزرعن,زَرَع,FALSE
زرع,يزرع,زَرَع,FALSE
زرع,تزرع,زَرَع,FALSE
زرع,يزرعان,زَرَع,FALSE
زرع,يزرعا,زَرَع,FALSE
زرع,تزرعان,زَرَع,FALSE
زرع,تزرعا,زَرَع,FALSE
زرع,يزرعون,زَرَع,FALSE
زرع,يزرعوا,زَرَع,FALSE
زرع,يزرعن,زَرَع,FALSE
زرع,نزرع,زَرَع,FALSE
زرع,زرعت,زَرَع,FALSE
زرع,زرعت,زَرَع,FALSE
زرع,زرعت,زَرَع,FALSE
زرع,زرعتم,زَرَع,FALSE
زرع,زرعتن,زَرَع,FALSE
زرع,زرع,زَرْع,FALSE
زرع,زرعت,زَرَع,FALSE
زرع,زرعا,زَرْع,FALSE
زرع,زرعتا,زَرَع,FALSE
زرع,زرعوا,زَرَع,FALSE
زرع,زرعن,زَرَع,FALSE
زرع,زرعنا,زَرَع,FALSE
زرع,إزرع,إزرع,FALSE
زرع,إزرعي,إزرعي,FALSE
زرع,إزرعوا,إزرعوا,FALSE
زرع,إزرعن,إزرعن,FALSE
رفع,رفع,رَفْع,FALSE
رفع,أرفع,أَرْفَع,FALSE
رفع,ترفع,رَفَع,FALSE
رفع,ترفعين,تَرَفُّع,FALSE
رفع,ترفعي,رَفَع,FALSE
رفع,ترفعون,رَفَّع,FALSE
رفع,ترفعوا,تَرَفَّع,FALSE
رفع,ترفعن,تَرَفَّع,FALSE
رفع,يرفع,رَفَع,FALSE
رفع,ترفع,رَفَع,FALSE
رفع,يرفعان,رَفَع,FALSE
رفع,يرفعان,رَفَع,FALSE
رفع,ترفعان,رَفَع,FALSE
رفع,ترفعا,تَرَفُّع,FALSE
رفع,يرفعون,رَفَع,FALSE
رفع,يرفعوا,رَفَع,FALSE
رفع,يرفعن,رَفَع,FALSE
رفع,نرفع,رَفَع,FALSE
رفع,رفعت,رَفَع,FALSE
رفع,رفعت,رَفَع,FALSE
رفع,رفعت,رَفَع,FALSE
رفع,رفعتم,رَفَع,FALSE
رفع,رفعتن,رَفَع,FALSE
رفع,رفع,رَفْع,FALSE
رفع,رفعت,رَفَع,FALSE
رفع,رفعا,رَفْع,FALSE
رفع,رفعتا,رَفَع,FALSE
رفع,رفعوا,رَفَع,FALSE
رفع,رفعن,رَفَع,FALSE
رفع,رفعنا,رَفَع,FALSE
رفع,إرفع,رَفَع,FALSE
رفع,إرفعي,رَفَع,FALSE
رفع,إرفعوا,رَفَع,FALSE
رفع,أرفعن,أرفعن,FALSE
صنع,صنع,صَنَع,FALSE
صنع,أصنع,صَنَع,FALSE
صنع,تصنع,صَنَع,FALSE
صنع,تصنعين,صَنَع,FALSE
صنع,تصنعي,صَنَع,FALSE
صنع,تصنعون,صَنَّع,FALSE
صنع,تصنعوا,صَنَّع,FALSE
صنع,تصنعن,صَنَع,FALSE
صنع,يصنع,صَنَع,FALSE
صنع,تصنع,صَنَع,FALSE
صنع,يصنعان,صَنَع,FALSE
صنع,يصنعا,صَنَع,FALSE
صنع,تصنعان,صَنَع,FALSE
صنع,تصنعا,تَصَنُّع,FALSE
صنع,يصنعون,صَنَع,FALSE
صنع,يصنعوا,صَنَع,FALSE
صنع,يصنعن,صَنَع,FALSE
صنع,نصنع,صَنَع,FALSE
صنع,صنعت,صَنَع,FALSE
صنع,صنعت,صَنَع,FALSE
صنع,صنعت,صَنَع,FALSE
صنع,صنعتم,صَنَع,FALSE
صنع,صنعتن,صَنَع,FALSE
صنع,صنع,صَنَع,FALSE
صنع,صنعت,صَنَع,FALSE
صنع,صنعا,صَنَع,FALSE
صنع,صنعتا,صَنَع,FALSE
صنع,صنعوا,صَنَع,FALSE
صنع,صنعن,صَنَع,FALSE
صنع,صنعنا,صَنَع,FALSE
صنع,إصنع,إصنع,FALSE
صنع,إصنعي,إصنعي,FALSE
صنع,إصنعوا,إصنعوا,FALSE
صنع,إصنعن,إصنعن,FALSE
فهم,فهم,هُم,FALSE
فهم,أفهم,أَفْهَم,FALSE
فهم,تفهم,تُفّ,FALSE
فهم,تفهمين,فَهِم,FALSE
فهم,تفهمي,فَهِم,FALSE
فهم,تفهمون,فَهَّم,FALSE
فهم,تفهموا,تَفَهَّم,FALSE
فهم,تفهمن,تَفَهَّم,FALSE
فهم,يفهم,فَهِم,FALSE
فهم,تفهم,تُفّ,FALSE
فهم,يفهمان,فَهِم,FALSE
فهم,يفهما,فَهِم,FALSE
فهم,تفهمان,فَهِم,FALSE
فهم,تفهما,تُفّ,FALSE
فهم,يفهمون,فَهِم,FALSE
فهم,يفهموا,فَهِم,FALSE
فهم,يفهمن,فَهِم,FALSE
فهم,نفهم,فَهِم,FALSE
فهم,فهمت,فَهِم,FALSE
فهم,فهمت,فَهِم,FALSE
فهم,فهمت,فَهِم,FALSE
فهم,فهمتم,فَهِم,FALSE
فهم,فهمتن,فَهِم,FALSE
فهم,فهم,هُم,FALSE
فهم,فهمت,فَهِم,FALSE
فهم,فهما,هُما,FALSE
فهم,فهمتا,فَهِم,FALSE
فهم,فهموا,فَهِم,FALSE
فهم,فهمن,فَهِم,FALSE
فهم,فهمنا,فَهِم,FALSE
فهم,إفهم,إفهم,FALSE
فهم,إفهمي,إفهمي,FALSE
فهم,إفهموا,إفهموا,FALSE
فهم,إفهمن,إفهمن,FALSE
مرض,مرض,مَرَض,FALSE
مرض,أمرض,أَمْرَض,FALSE
مرض,تمرض,مَرِض,FALSE
مرض,تمرضين,أَمْرَض,FALSE
مرض,تمرضي,أَمْرَض,FALSE
مرض,تمرضون,مَرَّض,FALSE
مرض,تمرضوا,تَمَرَّض,FALSE
مرض,تمرضن,تَمَرَّض,FALSE
مرض,يمرض,مَرِض,FALSE
مرض,تمرض,أَمْرَض,FALSE
مرض,يمرضان,مَرِض,FALSE
مرض,يمرضا,مَرِض,FALSE
مرض,تمرضان,مَرِض,FALSE
مرض,تمرضا,تَمَرَّض,FALSE
مرض,يمرضون,مَرِض,FALSE
مرض,يمرضوا,مَرِض,FALSE
مرض,يمرضن,مَرِض,FALSE
مرض,نمرض,مَرِض,FALSE
مرض,مرضت,مَرَّض,FALSE
مرض,مرضت,مَرَّض,FALSE
مرض,مرضت,مَرَّض,FALSE
مرض,مرضتم,مَرَّض,FALSE
مرض,مرضتن,مَرَّض,FALSE
مرض,مرض,مَرَض,FALSE
مرض,مرضت,مَرَّض,FALSE
مرض,مرضا,مَرَض,FALSE
مرض,مرضتا,مَرَّض,FALSE
مرض,مرضوا,مَرَّض,FALSE
مرض,مرضن,مَرَّض,FALSE
مرض,مرضنا,مَرَّض,FALSE
مرض,إمرض,إمرض,FALSE
مرض,إمرضي,إمرضي,FALSE
مرض,إمرضوا,إمرضوا,FALSE
مرض,إمرضن,إمرضن,FALSE
سفر,سفر,سَفَر,FALSE
سفر,أسافر,سافَر,FALSE
سفر,تسافر,سافَر,FALSE
سفر,تسافرين,سافَر,FALSE
سفر,تسافري,سافَر,FALSE
سفر,تسافرون,سافَر,FALSE
سفر,تسافروا,سافَر,FALSE
سفر,تسافرن,سافَر,FALSE
سفر,يسافر,سافَر,FALSE
سفر,تسافر,سافَر,FALSE
سفر,يسافران,سافَر,FALSE
سفر,يسافرا,سافَر,FALSE
سفر,تسافران,سافَر,FALSE
سفر,تسافرا,سافَر,FALSE
سفر,يسافرون,سافَر,FALSE
سفر,يسافروا,سافَر,FALSE
سفر,يسافرن,سافَر,FALSE
سفر,نسافر,سافَر,FALSE
سفر,سافرت,سافَر,FALSE
سفر,سافرت,سافَر,FALSE
سفر,سافرت,سافَر,FALSE
سفر,سافرتم,سافَر,FALSE
سفر,سافرتن,سافَر,FALSE
سفر,سافر,سافِر,FALSE
سفر,سافرت,سافَر,FALSE
سفر,سافرا,سافِر,FALSE
سفر,سافرتا,سافَر,FALSE
سفر,سافروا,سافَر,FALSE
سفر,سافرن,سافَر,FALSE
سفر,سافرنا,سافَر,FALSE
سفر,سافر,فَرّ,FALSE
سفر,سافري,سافِر,FALSE
سفر,سافروا,سافَر,FALSE
سفر,سافرن,سافَر,FALSE
بحث,بحث,حَثّ,FALSE
بحث,أبحث,بَحَث,FALSE
بحث,تبحث,بَحَث,FALSE
بحث,تبحثين,بَحَث,FALSE
بحث,تبحثي,بَحَث,FALSE
بحث,تبحثون,بَحَث,FALSE
بحث,تبحثوا,بَحَث,FALSE
بحث,تبحثن,بَحَث,FALSE
بحث,يبحث,بَحَث,FALSE
بحث,تبحث,بَحَث,FALSE
بحث,يبحثان,بَحَث,FALSE
بحث,يبحثان,بَحَث,FALSE
بحث,تبحثا,بَحَث,FALSE
بحث,تبحثان,بَحَث,FALSE
بحث,يبحثون,بَحَث,FALSE
بحث,يبحثوا,بَحَث,FALSE
بحث,يبحثن,بَحَث,FALSE
بحث,نبحث,بَحَث,FALSE
بحث,بحثت,بَحَث,FALSE
بحث,بحثت,بَحَث,FALSE
بحث,بحثت,بَحَث,FALSE
بحث,بحثتم,بَحَث,FALSE
بحث,بحثتن,بَحَث,FALSE
بحث,بحث,بَحْث,FALSE
بحث,بحثت,بَحَث,FALSE
بحث,بحثا,بَحْث,FALSE
بحث,بحثتا,بَحَث,FALSE
بحث,بحثوا,بَحَث,FALSE
بحث,بحثن,بَحَث,FALSE
بحث,بحثنا,بَحَث,FALSE
بحث,إبحث,بَحَث,FALSE
بحث,إبحثي,بَحَث,FALSE
بحث,إبحثوا,بَحَث,FALSE
