Original,Inflection,rbl_ara_folding,is_same
جميل,الجميل,جميل,True
جميل,جميلة,جميل,True
جميل,الجميلة,جميل,True
جميل,جميلين,جميل,True
جميل,الجملين,جمل,False
جميل,جميلتين,جميل,True
جميل,الجميلتين,جميل,True
جميل,جملاء,,False
جميل,الجملاء,جملاء,False
جميل,جميلات,جميل,True
جميل,الجميلات,جميل,True
جميل,أجمل,اجمل,False
جميل,الأجمل,اجمل,False
جميل,تجميل,تجميل,False
جميل,التجميل,تجميل,False
جميل,مجمل,مجمل,False
جميل,المجمل,مجمل,False
جميل,تجملاً,تجمل,False
جميل,جمالاٌ,جمل,False
جميل,جميلي,جميل,True
جميل,جميلته,جميل,True
جميل,جميلتها,جميل,True
جميل,جميلتهما,جميل,True
جميل,جميلتهنا,,False
جميل,جميلتهم,جميل,True
جميل,جميلتنا,جميل,True
جميل,جميلتهن,جميل,True
جميل,جميلتكم,جميل,True
جميل,جميلتكن,جميل,True
جميل,جميلتك,جميل,True
جميل,جميلتكما,جميل,True
جميل,جميلتكنا,,False
صغير,صغير,صغير,True
صغير,أصغر,صغر,False
صغير,الأصغر,اصغر,False
صغير,الصغير,صغير,True
صغير,الصغار,صغير,True
صغير,صغار,صغير,True
صغير,صغيرين,صغير,True
صغير,الصغيرين,صغير,True
صغير,صغيران,صغير,True
صغير,الصغيران,صغير,True
صغير,صغيرتين,صغير,True
صغير,الصغيرتين,صغير,True
صغير,الصغيرون,صغيرون,False
صغير,صغيرون,,False
صغير,الصغيرات,صغير,True
صغير,صغيرات,صغير,True
صغير,صغيري,صغير,True
صغير,صغيره,صغير,True
صغير,صغيرها,صغير,True
صغير,صغيرهما,صغير,True
صغير,صغيرهنا,,False
صغير,صغيرهم,صغير,True
صغير,صغيرنا,صغير,True
صغير,صغيرهن,صغير,True
صغير,صغيركم,صغير,True
صغير,صغيركن,صغير,True
صغير,صغيرك,صغير,True
صغير,صغيركما,صغير,True
صغير,صغيركنا,,False
