Original,Inflection,Lemma,is_same
سأل,يسألا,سَأَل,False
سأل,تسألان,سَأَل,False
سأل,تسألا,تَسَأَّل,False
سأل,يسألون,سَأَل,False
سأل,يسألوا,سَأَل,False
سأل,يسألن,سَأَل,False
سأل,نسأل,سَأَل,False
سأل,سألت,سَأَل,False
سأل,سألت,سَأَل,False
سأل,سألت,سَأَل,False
سأل,سألتم,سَأَل,False
سأل,سألتن,سَأَل,False
سأل,سأل,سَأَل,False
سأل,سألت,سَأَل,False
سأل,سألا,سَأَل,False
سأل,سألتا,سَأَل,False
سأل,سألوا,سَأَل,False
سأل,سألن,أَلان,False
سأل,سألنا,سَأَل,False
سأل,إسأل,إسأل,False
سأل,إسألي,إسألي,False
سأل,إسألوا,إسألوا,False
سأل,إسألن,إسألن,False
شرى,شرى,شَرْي,False
شرى,أشتري,اِشْتَرَى,False
شرى,تشتري,اِشْتَرَى,False
شرى,تشترين,اِشْتَرَى,False
شرى,تشتري,اِشْتَرَى,False
شرى,تشترون,شَتَر,False
شرى,تشتروا,شَتَر,False
شرى,تشترين,اِشْتَرَى,False
شرى,يشتري,اِشْتَرَى,False
شرى,تشتري,اِشْتَرَى,False
شرى,يشتريان,اِشْتَرَى,False
شرى,يشتريا,اِشْتَرَى,False
شرى,تشتريان,اِشْتَرَى,False
شرى,تشتريا,اِشْتَرَى,False
شرى,يشترون,اِشْتَرَى,False
شرى,يشتروا,اِشْتَرَى,False
شرى,يشترين,اِشْتَرَى,False
شرى,نشتري,اِشْتَرَى,False
شرى,إشتريت,اِشْتَرَى,False
شرى,إشتريت,اِشْتَرَى,False
شرى,إشتريت,اِشْتَرَى,False
شرى,إشتريتم,اِشْتَرَى,False
شرى,إشتريتن,اِشْتَرَى,False
شرى,إشترى,اِشْتَرَى,False
شرى,إشترت,اِشْتَرَى,False
شرى,أشتريا,أشتريا,False
شرى,إشتريتا,إشتريتا,False
شرى,إشتروا,اِشْتَرَى,False
شرى,إشترين,اِشْتَرَى,False
شرى,إشترينا,اِشْتَرَى,False
شرى,إشتري,اِشْتَرَى,False
شرى,إشتري,اِشْتَرَى,False
شرى,إشتروا,اِشْتَرَى,False
شرى,إشترن,إشترن,False
أدى,أدى,أَدَّى,False
أدى,أودي,أَوْدَى,False
أدى,تؤدي,أَدَّى,False
أدى,تؤدين,أَدَّى,False
أدى,تؤدي,أَدَّى,False
أدى,تؤدون,أَدَّى,False
أدى,تؤدوا,أَدَّى,False
أدى,تؤدين,أَدَّى,False
أدى,يؤدي,أَدَّى,False
أدى,تؤدي,أَدَّى,False
أدى,يؤدون,أَدّ,False
أدى,يؤدوا,أَدّ,False
أدى,يؤديان,أَدَّى,False
أدى,يؤديا,أَدَّى,False
أدى,تؤديان,أَدَّى,False
أدى,تؤديا,أَدَّى,False
أدى,يؤدين,أَدَّى,False
أدى,نؤدي,أَدَّى,False
أدى,أديت,أَدَّى,False
أدى,أديت,أَدَّى,False
أدى,أديت,أَدَّى,False
أدى,أديتم,أَدَّى,False
أدى,أديتن,أَدَّى,False
أدى,أدى,وَدَى,False
أدى,أدت,أَدّ,False
أدى,أديا,أَدَّى,False
أدى,أدتا,أَدّ,False
أدى,أدوا,أَدّ,False
أدى,أدين,دان,False
أدى,أدينا,أَدَّى,False
أدى,أد,أَدّ,False
أدى,أدي,أَدَّى,False
أدى,أدوا,أَدّ,False
أدى,أدين,دان,False
موت,موت,مَوَّت,False
موت,أموت,مات,False
موت,تموت,مات,False
موت,تموتين,مات,False
موت,تموتي,مات,False
موت,تموتون,مَوَّت,False
موت,تموتوا,مَوَّت,False
موت,تمتن,تام,False
موت,يموت,مات,False
موت,تموت,مات,False
موت,يموتان,مات,False
موت,يموتا,مات,False
موت,تموتان,مات,False
موت,تموتا,مات,False
موت,يموتون,مات,False
موت,يموتوا,مات,False
موت,يمتن,اِمْتَنّ,False
موت,نموت,مات,False
موت,موت,مَوْت,False
موت,موت,مَوْت,False
موت,موت,مَوْت,False
موت,موتم,مَوَّت,False
موت,موتن,مَوَّت,False
موت,مات,مات,False
موت,ماتت,مات,False
موت,ماتا,مات,False
موت,ماتتا,مات,False
موت,موتى,مَيِّت,False
موت,موتى,مَيِّت,False
موت,متنا,مَتْن,False
موت,موت,مَوْت,False
موت,موتي,مَيِّت,False
موت,موتوا,مَوَّت,False
موت,موتن,مَوَّت,False
أمن,أمن,أَمْن,False
أمن,امن,أَمْن,False
أمن,تأمن,أَمُن,False
أمن,تأمنين,أَمُن,False
أمن,تأمني,أَمُن,False
أمن,تأمنون,أَمُن,False
أمن,تأمنوا,أَمُن,False
أمن,تأمن,أَمُن,False
أمن,يأمن,أَمُن,False
أمن,تأمن,أَمُن,False
أمن,يأمنان,أَمُن,False
أمن,يأمنا,أَمُن,False
أمن,تأمنان,أَمُن,False
أمن,تأمانا,تأمانا,False
أمن,يأمنون,أَمُن,False
أمن,يأمنوا,أَمُن,False
أمن,يأمن,أَمُن,False
أمن,نأمن,أَمُن,False
أمن,أمنت,أَمَّن,False
أمن,أمنت,أَمَّن,False
أمن,أمنت,أَمَّن,False
أمن,أمنتم,أَمَّن,False
أمن,أمنتن,أَمَّن,False
أمن,أمن,أَمْن,False
أمن,أمنت,أَمَّن,False
أمن,أمنا,أُمّ,False
أمن,أمنتا,أَمَّن,False
أمن,أمنوا,أَمَّن,False
أمن,أمن,أَمْن,False
أمن,أمنا,أُمّ,False
أمن,أمن,أَمْن,False
أمن,أمني,أَمْنِيّ,False
أمن,أمنوا,أَمَّن,False
أمن,أمن,أَمْن,False
أسس,أسس,أَساس,False
أسس,أسس,أَساس,False
أسس,تأسس,تَأَسَّس,False
أسس,تأسسي,تأسسي,False
أسس,تأسيين,تأسيين,False
أسس,تأسسون,تأسسون,False
أسس,تأسسوا,تَأَسَّس,False
أسس,تؤسسن,أَسَّس,False
أسس,يؤسس,أَسَّس,False
أسس,تؤسس,أَسَّس,False
أسس,يؤسسان,أَسَّس,False
أسس,يؤسسا,أَسَّس,False
أسس,تؤسسان,أَسَّس,False
أسس,تؤسسا,أَسَّس,False
أسس,يؤسسون,أَسَّس,False
أسس,يؤسسوا,أَسَّس,False
أسس,يؤسسن,أَسَّس,False
أسس,نؤسس,أَسَّس,False
أسس,أسست,أَسَّس,False
أسس,أسست,أَسَّس,False
أسس,أسست,أَسَّس,False
أسس,أسستم,أَسَّس,False
أسس,أسستن,أَسَّس,False
أسس,أسس,أَساس,False
أسس,أسست,أَسَّس,False
أسس,أسسا,أَساس,False
أسس,أسستا,أَسَّس,False
أسس,أسسوا,أَسَّس,False
أسس,أسسن,أَسَّس,False
أسس,أسسنا,أَسَّس,False
أسس,أسس,أَساس,False
أسس,أسسي,أَساس,False
أسس,أسسوا,أَسَّس,False
أسس,أسسن,أَسَّس,False
كون,كون,كَوْن,False
كون,أكون,كان,False
كون,تكونن,تكونن,False
كون,تكونني,كان,False
كون,تكونين,تَكَوُّن,False
كون,تكنون,أَكَنّ,False
كون,تكنوا,تَكَنَّى,False
كون,تكن,كَنّ,False
كون,يكون,كان,False
كون,تكون,كان,False
كون,يكونان,كان,False
كون,يكونا,يَكُون,False
كون,تكونا,تَكَوَّن,False
كون,تكونان,كان,False
كون,يكونوا,كان,False
كون,يكونون,كان,False
كون,يكن,كَنّ,False
كون,نكون,كان,False
كون,كنت,كان,False
كون,كنت,كان,False
كون,كنت,كان,False
كون,كنتم,كان,False
كون,كنتن,كان,False
كون,كان,كان,False
كون,كانت,كان,False
كون,كانا,كان,False
كون,كانتا,كان,False
كون,كانوا,كان,False
كون,كن,كَنّ,False
كون,كنا,كَنّ,False
كون,كن,كَنّ,False
كون,كني,كُنْيَة,False
كون,كونوا,كَوَّن,False
كون,كن,كَنّ,False
قام,قام,قام,True
قام,أقوم,أَقْوَم,False
قام,تقوم,قام,True
قام,تقومين,قام,True
قام,تقومي,قام,True
قام,تقومون,قَوَّم,False
قام,تقوموا,قَوَّم,False
قام,تقمن,أَقام,False
قام,يقوم,قام,True
قام,تقوم,قام,True
قام,يقمنا,قَمّ,False
قام,يقمنان,يقمنان,False
قام,تقمنا,تَقَمَّن,False
قام,تقمنان,تقمنان,False
قام,يقومون,قام,True
قام,يقوموا,قام,True
قام,يقمن,قام,True
قام,نقوم,قام,True
قام,قمت,قَمّ,False
قام,قمت,قَمّ,False
قام,قمت,قَمّ,False
قام,قمتم,قام,True
قام,قمتن,قام,True
قام,قام,قام,True
قام,قامت,قام,True
قام,قاما,قام,True
قام,قامتا,قام,True
قام,قاموا,قام,True
قام,قمن,قَمِن,False
قام,قمنا,قام,True
قام,قم,قَمّ,False
قام,قومي,قَوْمِيّ,False
قام,قوموا,قَوَّم,False
قام,قمن,قَمِن,False
وجب,وجب,جُبّ,False
وجب,أجب,جَبّ,False
وجب,تجب,جَبّ,False
وجب,تجيبين,جاب,False
وجب,تجيبي,جاب,False
وجب,تجيبون,أَجاب,False
وجب,تجبوا,جَبَّى,False
وجب,تجبن,جَبُن,False
وجب,يجب,جَبّ,False
وجب,تجب,جَبّ,False
وجب,يجيبان,جاب,False
وجب,يجيبا,جاب,False
وجب,تجيبان,جاب,False
وجب,تجيبا,جاب,False
وجب,يجبون,جَبّ,False
وجب,يجبوا,جَبّ,False
وجب,يجبن,جَبُن,False
وجب,نجب,نَجْب,False
وجب,وجبت,جاب,False
وجب,وجبت,جاب,False
وجب,وجبت,جاب,False
وجب,وجبتم,جاب,False
وجب,وجبن,جُبْن,False
وجب,وجب,جُبّ,False
وجب,وجبت,جاب,False
وجب,وجبا,جُبّ,False
وجب,وجبتا,جُبَّة,False
وجب,وجبوا,جَبّ,False
وجب,وجبن,جُبْن,False
وجب,وجبنا,جَبان,False
وجب,جب,جُبّ,False
وجب,جبي,جَبَى,False
وجب,جبوا,جَبّ,False
وجب,جبن,جُبْن,False
وجد,وجد,جِدّ,False
وجد,أجد,أَجَدّ,False
وجد,تجد,جَدّ,False
وجد,تجدين,جَدا,False
وجد,تجدي,جَدا,False
وجد,تجدون,أَجَدّ,False
وجد,تجدوا,أَجَدّ,False
وجد,تجدن,أَجاد,False
وجد,يجد,جَدّ,False
وجد,تجد,جَدّ,False
وجد,يجدان,جَدّ,False
وجد,يجدا,جَدّ,False
وجد,تجدان,جَدّ,False
وجد,تجدا,جَدّ,False
وجد,يجدون,جَدّ,False
وجد,يجدوا,جَدّ,False
وجد,يجدن,جاد,False
وجد,نجد,جَدّ,False
وجد,وجدت,وَجَد,False
وجد,وجدت,وَجَد,False
وجد,وجدت,وَجَد,False
وجد,وجدتم,وَجَد,False
وجد,وجدتن,وَجَد,False
وجد,وجد,وَجَد,False
وجد,وجدت,وَجَد,False
وجد,وجدا,وَجَد,False
وجد,وجدتا,وَجَد,False
وجد,وجدوا,وَجَد,False
وجد,وجدن,وَجَد,False
وجد,وجدنا,وَجَد,False
وجد,جد,جِدّ,False
وجد,جدي,جِدِّيّ,False
وجد,جدوا,جَدّ,False
وجد,جدن,جاد,False
دعا,دعا,دَعا,False
دعا,أدعو,دَعا,False
دعا,تدعو,دَعا,False
دعا,تدعين,دَعا,False
دعا,تدعي,دَعا,False
دعا,تدعون,دَعّ,False
دعا,تدعوا,دَعّ,False
دعا,تدعون,دَعّ,False
دعا,يدعو,دَعا,False
دعا,تدعو,دَعا,False
دعا,يدعوان,دَعا,False
دعا,يدعوا,دَعا,False
دعا,تدعوان,دَعا,False
دعا,تدعوا,دَعّ,False
دعا,يدعون,دَعّ,False
دعا,يدعوا,دَعّ,False
دعا,يدعون,دَعّ,False
دعا,ندعوا,ندعوا,False
دعا,دعوت,دَعا,False
دعا,دعوت,دَعا,False
دعا,دعوت,دَعا,False
دعا,دعوتم,دَعا,False
دعا,دعوتن,دَعا,False
دعا,دعا,دَعا,False
دعا,دعت,دَعّ,False
دعا,دعوا,دَعا,False
دعا,دعتا,دَعّ,False
دعا,دعوا,دَعا,False
دعا,دعون,دَعا,False
دعا,دعونا,دَعا,False
دعا,أدعو,دَعا,False
دعا,أدعي,دَعا,False
دعا,أدعوا,دَعا,False
دعا,أدعون,أدعون,False
رمى,رمى,رَمَى,False
رمى,أرمي,رَمَى,False
رمى,ترمي,رَمَى,False
رمى,ترمين,رَمَى,False
رمى,ترمي,رَمَى,False
رمى,ترموا,رَمّ,False
رمى,ترمون,رَمّ,False
رمى,ترمن,رام,False
رمى,يرمي,رَمَى,False
رمى,ترمي,رَمَى,False
رمى,يرميان,رَمَى,False
رمى,يرميا,رَمَى,False
رمى,ترميان,رَمَى,False
رمى,ترميا,رَمَى,False
رمى,يرمون,رَمّ,False
رمى,يرموا,رَمّ,False
رمى,يرمن,رام,False
رمى,نرمي,رَمَى,False
رمى,رميت,رَمَى,False
رمى,رميت,رَمَى,False
رمى,رميت,رَمَى,False
رمى,رميتم,رَمَى,False
رمى,رميتن,رَمَى,False
رمى,رمى,رَمْي,False
رمى,رمت,رَمّ,False
رمى,رميا,رَمْي,False
رمى,رمتا,رَمّ,False
رمى,رموا,رَمّ,False
رمى,رمين,رَمَى,False
رمى,رمينا,رَمَى,False
رمى,أرم,رَمّ,False
رمى,أرمي,أُرَّم,False
رمى,أرموا,أَرَم,False
رمى,أرمن,أَرْمَنِيّ,False
بكى,بكى,كَيّ,False
بكى,أبكي,بَكِي,False
بكى,تبكي,بَكَّى,False
بكى,تبكين,أَبْكَى,False
بكى,تبكي,بَكَّى,False
بكى,تبكون,بَكَّى,False
بكى,تبكوا,بَكَّى,False
بكى,تبكن,تَبّ,False
بكى,يبكي,بَكَى,False
بكى,تبكي,بَكَى,False
بكى,يبكيا,بَكِي,False
بكى,يبكيان,بَكِي,False
بكى,تبكيان,بَكِي,False
بكى,تبكيا,بَكِي,False
بكى,يبكون,بَكِي,False
بكى,يبكوا,بَكِي,False
بكى,يبكن,يبكن,False
بكى,نبكي,بَكِي,False
بكى,بكيت,بَكِي,False
بكى,بكيت,بَكِي,False
بكى,بكيت,بَكِي,False
بكى,بكيتم,بَكَى,False
بكى,بكيتمن,بكيتمن,False
بكى,بكى,كَيّ,False
بكى,بكت,بَكَى,False
بكى,بكيا,بَكَى,False
بكى,بكتا,بَكَّت,False
بكى,بكوا,بَكَى,False
بكى,بكين,بَيْجِينغ,False
بكى,بكينا,بَكَى,False
بكى,أبك,بَكِي,False
بكى,أبكي,بَكَى,False
بكى,أبكوا,أَبْكَى,False
بكى,أبكن,أَبّ,False
دنا,دنا,دان,False
دنا,أدنو,دَنا,False
دنا,تدنو,دَنا,False
دنا,تدنين,دَنا,False
دنا,تدني,دَنا,False
دنا,تدنون,أَدْنَى,False
دنا,تدنوا,تَدَنَّى,False
دنا,تدنون,أَدْنَى,False
دنا,يدنو,دَنا,False
دنا,تدنو,دَنا,False
دنا,يدنوان,دَنا,False
دنا,يدنوا,دَنا,False
دنا,تدنوان,دَنا,False
دنا,تدنوا,تَدَنَّى,False
دنا,يدنون,دَنِي,False
دنا,يدنوا,دَنِي,False
دنا,يدنون,دَنِي,False
دنا,ندنوا,ندنوا,False
دنا,دنوت,دَنا,False
دنا,دنوت,دَنا,False
دنا,دنوت,دَنا,False
دنا,دنوتم,دَنا,False
دنا,دنوتن,دَنا,False
دنا,دنا,دان,False
دنا,دنت,دَنا,False
دنا,دنوا,دَنا,False
دنا,دنتا,دَنا,False
دنا,دنوا,دَنا,False
دنا,دنون,دَنا,False
دنا,دنونا,دَنا,False
دنا,أدن,أَدان,False
دنا,أدني,أَدْنَى,False
دنا,أدنوا,أَدْنَى,False
دنا,أدنون,أَدْنَى,False
قال,قال,قال,True
قال,أقول,قال,True
قال,تقول,قال,True
قال,تقولين,قال,True
قال,تقولي,قال,True
قال,تقولون,قال,True
قال,تقولوا,قال,True
قال,تقولن,تقولن,False
قال,يقول,قال,True
قال,تقول,تَقَوُّل,False
قال,يقولا,قال,True
قال,يقولان,قال,True
قال,تقولان,قال,True
قال,تقولا,تَقَوُّل,False
قال,يقولون,قال,True
قال,يقولوا,قال,True
قال,يقلن,قال,True
قال,نقول,قال,True
قال,قلت,قَلّ,False
قال,قلت,قال,True
قال,قالت,قال,True
قال,قلتم,قال,True
قال,قلتن,قال,True
قال,قال,قال,True
قال,قالت,قال,True
قال,قالا,قال,True
قال,قالتا,قال,True
قال,قالوا,قال,True
قال,قلن,قال,True
قال,قلنا,قِلّ,False
قال,قل,قِلّ,False
قال,قولي,قال,True
قال,قولوا,قال,True
قال,قلن,قال,True
باع,باع,باع,True
باع,أبيع,باع,True
باع,تبيع,باع,True
باع,تبيعين,تَبِيع,False
باع,تبيعي,تَبِيع,False
باع,تبيعون,تَبِيع,False
باع,تبيعوا,أَباع,False
باع,تبعن,بيع,False
باع,يبيع,باع,True
باع,تبيع,تَبِيع,False
باع,يبيعان,باع,True
باع,يبيعا,باع,True
باع,تبيعان,باع,True
باع,تبيعا,تَبِيع,False
باع,يبيعوا,باع,True
باع,يبيعون,باع,True
باع,يبعن,باع,True
باع,نبيع,باع,True
باع,بعت,باع,True
باع,بعت,باع,True
باع,بعت,باع,True
باع,بعتم,باع,True
باع,بعتن,باع,True
باع,باع,باع,True
باع,باعت,باع,True
باع,باعا,باع,True
باع,باعتا,باع,True
باع,باعوا,باع,True
باع,بعن,باع,True
باع,بعنا,عَناء,False
باع,بيع,بَيْع,False
باع,بع,بع,False
باع,بيعوا,بيع,False
باع,بعن,باع,True
نام,نام,نامِي,False
نام,أنام,آنام,False
نام,تنام,نام,True
نام,تنامين,أَنام,False
نام,تنامي,أَنام,False
نام,تنامون,نام,True
نام,تناموا,نام,True
نام,تنمن,أَنام,False
نام,ينام,نام,True
نام,تنام,تَنامِي,False
نام,ينامان,نام,True
نام,يناما,نام,True
نام,تنامان,نام,True
نام,تناما,نام,True
نام,ينامون,نام,True
نام,يناموا,نام,True
نام,ينمن,نام,True
نام,ننام,نام,True
نام,نمت,نَمّ,False
نام,نمت,نَمّ,False
نام,نمت,نَمّ,False
نام,نمتم,نام,True
نام,نمتن,نام,True
نام,نام,نامِي,False
نام,نامت,نام,True
نام,ناما,نام,True
نام,نامتا,نام,True
نام,ناموا,نام,True
نام,نمن,مَنّ,False
نام,نمنا,نَمّ,False
نام,نم,نَمّ,False
نام,نامي,نامِي,False
نام,ناموا,نام,True
نام,نمن,مَنّ,False
صام,صام,صام,True
صام,أصوم,صام,True
صام,تصوم,صام,True
صام,تصومين,صام,True
صام,تصومي,صام,True
صام,يصومون,صام,True
صام,يصوموا,صام,True
صام,تصمن,صام,True
صام,يصوم,صام,True
صام,تصوم,صام,True
صام,يصومان,صام,True
صام,يصوما,صام,True
صام,تصومان,صام,True
صام,تصوما,صام,True
صام,يصومون,صام,True
صام,يصوموا,صام,True
صام,يصمن,صام,True
صام,نصوم,صام,True
صام,صمت,صَمّ,False
صام,صمت,صَمّ,False
صام,صمت,صَمّ,False
صام,صمتم,صام,True
صام,صمتن,صام,True
صام,صام,صام,True
صام,صامت,صام,True
صام,صاما,صام,True
صام,صامتا,صامِت,False
صام,صاموا,صام,True
صام,صمن,صام,True
صام,صمنا,صام,True
صام,صم,أَصَمّ,False
صام,صومي,صَوْم,False
صام,صوموا,صوموا,False
صام,صمن,صام,True
ولى,ولى,وَلِيّ,False
ولى,أولي,أَوَّل,False
ولى,تولي,تَوَلِّي,False
ولى,تولين,وَلَّى,False
ولى,تولي,وَلَّى,False
ولى,تولون,وَلَّى,False
ولى,تولوا,تَوَلَّى,False
ولى,تولين,وَلَّى,False
ولى,يولي,وَلَّى,False
ولى,تولي,تَوَلِّي,False
ولى,يوليا,وَلَّى,False
ولى,يوليان,وَلَّى,False
ولى,توليا,تَوَلِّي,False
ولى,توليان,وَلَّى,False
ولى,يولوا,وَلَّى,False
ولى,يولون,وَلَّى,False
ولى,يولين,وَلَّى,False
ولى,نولي,وَلَّى,False
ولى,وليت,وَلِي,False
ولى,وليت,وَلِي,False
ولى,ولت,وَلَّى,False
ولى,وليتم,وَلَّى,False
ولى,وليتن,وَلَّى,False
ولى,ولى,وَلِيّ,False
ولى,ولت,لَتّ,False
ولى,وليا,لِي,False
ولى,ولتا,لَتّ,False
ولى,ولوا,لِواء,False
ولى,ولين,لِين,False
ولى,ولينا,لَيّ,False
ولى,ول,لِ,False
ولى,ولي,وَلِيّ,False
ولى,ولوا,لِواء,False
ولى,ولين,لِين,False
وصى,وصى,وَصِيّ,False
وصى,أوصي,أَوْصَى,False
وصى,تزصي,تزصي,False
وصى,توصين,وَصَّى,False
وصى,توصي,وَصَّى,False
وصى,توصون,وَصَّى,False
وصى,توصون,وَصَّى,False
وصى,توصوا,وَصَّى,False
وصى,يوصي,وَصَّى,False
وصى,توصي,وَصَّى,False
وصى,يوصيان,وَصَّى,False
وصى,يوصيا,وَصَّى,False
وصى,توصيان,وَصَّى,False
وصى,توصيا,وَصَّى,False
وصى,يوصون,وَصَّى,False
وصى,يوصوا,وَصَّى,False
وصى,يوصين,وَصَّى,False
وصى,نوصي,وَصَّى,False
وصى,وصيت,صِيت,False
وصى,وصيت,صِيت,False
وصى,وصت,وَصَّى,False
وصى,وصيتم,وَصَّى,False
وصى,وصيتن,وَصَّى,False
وصى,وصى,وَصِيّ,False
وصى,وصت,وَصَّى,False
وصى,وصيا,وَصِيّ,False
وصى,وصتا,وَصَّى,False
وصى,وصوا,وَصَّى,False
وصى,وصين,صِين,False
وصى,وصينا,صِين,False
وصى,وص,ص,False
وصى,وصي,وَصِيّ,False
