Original,Inflection,rbl_ara_folding,is_same
نشد,تنشدن,انشد,False
نشد,ينشد,نشد,True
نشد,تنشد,نشد,True
نشد,ينشدنا,نشد,True
نشد,ينشدان,نشد,True
نشد,تنشدنا,نشد,True
نشد,تنشدان,نشد,True
نشد,ينشدون,نشد,True
نشد,ينشدوا,انشد,False
نشد,ينشدن,نشد,True
نشد,ننشد,نشد,True
نشد,نشدت,نشد,True
نشد,نشدت,نشد,True
نشد,نشدت,نشد,True
نشد,نشدتم,نشد,True
نشد,نشدتن,نشد,True
نشد,نشد,نشد,True
نشد,نشدت,نشد,True
نشد,نشدا,نشد,True
نشد,نشدتا,نشد,True
نشد,نشدوا,نشد,True
نشد,نشدن,شدن,False
نشد,نشدنا,نشد,True
نشد,إنشد,,False
نشد,إنشدي,,False
نشد,إنشدوا,,False
نشد,إنشدن,,False
كتب,كتب,كتاب,False
كتب,أكتب,اكتب,False
كتب,تكتب,كتب,True
كتب,تكتبين,كتب,True
كتب,تكتبين,كتب,True
كتب,تكتبون,اكتب,False
كتب,تكتبوا,كتب,True
كتب,تكتبن,كتب,True
كتب,يكتب,كتب,True
كتب,تكتب,كتب,True
كتب,يكتبان,كتب,True
كتب,يكتبا,كتب,True
كتب,تكتبان,كتب,True
كتب,تكتبا,كتب,True
كتب,يكتبون,كتب,True
كتب,يكتبوا,كتب,True
كتب,يكتبن,كتب,True
كتب,نكتب,كتب,True
كتب,كتبت,كتب,True
كتب,كتبت,كتب,True
كتب,كتبت,كتب,True
كتب,كتبتم,كتب,True
كتب,كتبتن,كتب,True
كتب,كتب,كتاب,False
كتب,كتبت,كتب,True
كتب,كتبا,كتاب,False
كتب,كتبنا,كتب,True
كتب,كتبوا,كتب,True
كتب,كتبن,كتب,True
كتب,كتبنا,كتب,True
كتب,إكتب,,False
كتب,إكتبي,,False
كتب,إكتبوا,,False
كتب,إكتبن,,False
عرف,عرف,عرف,True
عرف,أعرف,اعرف,False
عرف,تعرف,عرف,True
عرف,تعرفين,تعرف,False
عرف,تعرفي,عرف,True
عرف,تعرفون,عرف,True
عرف,تعرفوا,تعرف,False
عرف,تعرفن,عرف,True
عرف,يعرف,عرف,True
عرف,تعرف,عرف,True
عرف,يعرفان,عرف,True
عرف,يعرفا,عرف,True
عرف,تعرفان,عرف,True
عرف,تعرفا,تعرف,False
عرف,يعرفون,عرف,True
عرف,يعرفوا,عرف,True
عرف,يعرفن,عرف,True
عرف,نعرف,عرف,True
عرف,عرفت,عرف,True
عرف,عرفت,عرف,True
عرف,عرفت,عرف,True
عرف,عرفتم,عرف,True
عرف,عرفتن,عرف,True
عرف,عرف,عرف,True
عرف,عرفت,عرف,True
عرف,عرفا,عريف,False
عرف,عرفتا,عرف,True
عرف,عرفوا,عرف,True
عرف,عرفن,عرف,True
عرف,عرفنا,عرف,True
عرف,إعرف,,False
عرف,إعرفي,,False
عرف,إعرفوا,,False
عرف,إعرفن,,False
رجع,رجع,رجع,True
رجع,أرجع,ارجع,False
رجع,ترجع,رجع,True
رجع,ترجعي,رجع,True
رجع,ترجعين,رجع,True
رجع,ترجعون,ارجع,False
رجع,ترجعوا,ترجع,False
رجع,ترجعن,رجع,True
رجع,يرجع,رجع,True
رجع,ترجع,رجع,True
رجع,يرجعون,رجع,True
رجع,يرجعوا,رجع,True
رجع,يرجعان,رجع,True
رجع,يرجا,رج,False
رجع,ترجعان,رجع,True
رجع,ترجعا,ترجع,False
رجع,يرجعن,رجع,True
رجع,نرجع,رجع,True
رجع,رجعت,رجع,True
رجع,رجعت,رجع,True
رجع,رجعت,رجع,True
رجع,رجعوا,رجع,True
رجع,رجعن,رجع,True
رجع,رجع,رجع,True
رجع,رجعت,رجع,True
رجع,رجعا,رجع,True
رجع,رجعتا,رجع,True
رجع,رجعوا,رجع,True
رجع,رجعن,رجع,True
رجع,رجعنا,رجع,True
رجع,إرجع,,False
رجع,إرجعي,,False
رجع,إرجعوا,,False
رجع,إرجعن,,False
درس,درس,درس,True
درس,أدرس,درس,True
درس,تدرس,درس,True
درس,تدرسين,درس,True
درس,تدرسي,درس,True
درس,تدرسون,درس,True
درس,تدرسوا,درس,True
درس,تدرسن,درس,True
درس,يدرس,درس,True
درس,تدرس,درس,True
درس,يدرسان,درس,True
درس,يدرسان,درس,True
درس,تدرسان,درس,True
درس,تدرسا,درس,True
درس,يدرسون,درس,True
درس,يدرسوا,درس,True
درس,يدرسن,درس,True
درس,ندرس,درس,True
درس,درست,درس,True
درس,درست,درس,True
درس,درست,درس,True
درس,درستم,درس,True
درس,درستن,درس,True
درس,درس,درس,True
درس,درست,درس,True
درس,درسا,درس,True
درس,درستا,درس,True
درس,درسوا,درس,True
درس,درسن,درس,True
درس,درسنا,درس,True
درس,إدرس,,False
درس,إدرسي,,False
درس,إدرسوا,,False
درس,إدرسن,,False
نزل,نزل,نزل,True
نزل,أنزل,انزل,False
نزل,تنزل,نزل,True
نزل,تنزلين,انزل,False
نزل,تنزلي,انزل,False
نزل,تنزلون,انزل,False
نزل,تنزلوا,تنزل,False
نزل,تنزلن,انزل,False
نزل,ينزل,نزل,True
نزل,تنزل,نزل,True
نزل,ينزلان,نزل,True
نزل,ينزلنا,نزل,True
نزل,تنزلان,نزل,True
نزل,تنزلنا,تنزل,False
نزل,ينزلون,نزل,True
نزل,ينزلوا,انزل,False
نزل,ينزلن,نزل,True
نزل,ننزل,نزل,True
نزل,نزلت,نزل,True
نزل,نزلت,نزل,True
نزل,نزلت,نزل,True
نزل,نزلتم,نزل,True
نزل,نزلتن,نزل,True
نزل,نزل,نزل,True
نزل,نزلت,نزل,True
نزل,نزلا,نزيل,False
نزل,نزلتا,نزل,True
نزل,نزلوا,نزل,True
نزل,نزلتن,نزل,True
نزل,نزلنا,نزل,True
نزل,إنزل,,False
نزل,إنزلي,,False
نزل,إنزلوا,,False
نزل,إنزلن,,False
دخل,دخل,دخل,True
دخل,أدخل,ادخل,False
دخل,تدخل,دخل,True
دخل,تدخلين,تدخل,False
دخل,تدخلي,دخل,True
دخل,تدخلون,ادخل,False
دخل,تدخلوا,تدخل,False
دخل,تدخلن,دخل,True
دخل,يدخل,دخل,True
دخل,تدخل,دخل,True
دخل,يدخلان,دخل,True
دخل,يدخلنا,دخل,True
دخل,تدخلان,دخل,True
دخل,تدخلنا,تدخل,False
دخل,يدخلون,دخل,True
دخل,يدخلوا,دخل,True
دخل,يدخلنا,دخل,True
دخل,ندخل,دخل,True
دخل,دخلت,دخل,True
دخل,دخلت,دخل,True
دخل,دخلت,دخل,True
دخل,دخلتم,دخل,True
دخل,دخلتن,دخل,True
دخل,دخل,دخل,True
دخل,دخلت,دخل,True
دخل,دخلا,دخيل,False
دخل,دخلتا,دخل,True
دخل,دخلوا,دخل,True
دخل,دخلن,دخل,True
دخل,دخلنا,دخل,True
دخل,أدخل,ادخل,False
دخل,أدخلي,دخل,True
دخل,أدخلوا,ادخل,False
دخل,أدخلن,ادخل,False
زرع,زرع,زرع,True
زرع,أزرع,زرع,True
زرع,تزرع,زرع,True
زرع,تزرعين,زرع,True
زرع,تزرعي,زرع,True
زرع,تزرعون,زرع,True
زرع,تزرعوا,زرع,True
زرع,تزرعن,زرع,True
زرع,يزرع,زرع,True
زرع,تزرع,زرع,True
زرع,يزرعان,زرع,True
زرع,يزرعا,زرع,True
زرع,تزرعان,زرع,True
زرع,تزرعا,زرع,True
زرع,يزرعون,زرع,True
زرع,يزرعوا,زرع,True
زرع,يزرعن,زرع,True
زرع,نزرع,زرع,True
زرع,زرعت,زرع,True
زرع,زرعت,زرع,True
زرع,زرعت,زرع,True
زرع,زرعتم,زرع,True
زرع,زرعتن,زرع,True
زرع,زرع,زرع,True
زرع,زرعت,زرع,True
زرع,زرعا,زرع,True
زرع,زرعتا,زرع,True
زرع,زرعوا,زرع,True
زرع,زرعن,زرع,True
زرع,زرعنا,زرع,True
زرع,إزرع,,False
زرع,إزرعي,,False
زرع,إزرعوا,,False
زرع,إزرعن,,False
رفع,رفع,رفع,True
رفع,أرفع,رفع,True
رفع,ترفع,رفع,True
رفع,ترفعين,ترفع,False
رفع,ترفعي,رفع,True
رفع,ترفعون,رفع,True
رفع,ترفعوا,ترفع,False
رفع,ترفعن,رفع,True
رفع,يرفع,رفع,True
رفع,ترفع,رفع,True
رفع,يرفعان,رفع,True
رفع,يرفعان,رفع,True
رفع,ترفعان,رفع,True
رفع,ترفعا,ترفع,False
رفع,يرفعون,رفع,True
رفع,يرفعوا,رفع,True
رفع,يرفعن,رفع,True
رفع,نرفع,رفع,True
رفع,رفعت,رفع,True
رفع,رفعت,رفع,True
رفع,رفعت,رفع,True
رفع,رفعتم,رفع,True
رفع,رفعتن,رفع,True
رفع,رفع,رفع,True
رفع,رفعت,رفع,True
رفع,رفعا,رفع,True
رفع,رفعتا,رفع,True
رفع,رفعوا,رفع,True
رفع,رفعن,رفع,True
رفع,رفعنا,رفع,True
رفع,إرفع,رفع,True
رفع,إرفعي,رفع,True
رفع,إرفعوا,رفع,True
رفع,أرفعن,,False
صنع,صنع,صنع,True
صنع,أصنع,صنع,True
صنع,تصنع,صنع,True
صنع,تصنعين,صنع,True
صنع,تصنعي,تصنعي,False
صنع,تصنعون,صنع,True
صنع,تصنعوا,تصنع,False
صنع,تصنعن,صنع,True
صنع,يصنع,صنع,True
صنع,تصنع,صنع,True
صنع,يصنعان,صنع,True
صنع,يصنعا,صنع,True
صنع,تصنعان,صنع,True
صنع,تصنعا,تصنع,False
صنع,يصنعون,صنع,True
صنع,يصنعوا,صنع,True
صنع,يصنعن,صنع,True
صنع,نصنع,صنع,True
صنع,صنعت,صنع,True
صنع,صنعت,صنع,True
صنع,صنعت,صنع,True
صنع,صنعتم,صنع,True
صنع,صنعتن,صنع,True
صنع,صنع,صنع,True
صنع,صنعت,صنع,True
صنع,صنعا,صنع,True
صنع,صنعتا,صنع,True
صنع,صنعوا,صنع,True
صنع,صنعن,صنع,True
صنع,صنعنا,صنع,True
صنع,إصنع,,False
صنع,إصنعي,,False
صنع,إصنعوا,,False
صنع,إصنعن,,False
فهم,فهم,هم,False
فهم,أفهم,افهم,False
فهم,تفهم,تف,False
فهم,تفهمين,فهم,True
فهم,تفهمي,فهم,True
فهم,تفهمون,فهم,True
فهم,تفهموا,تفهم,False
فهم,تفهمن,فهم,True
فهم,يفهم,فهم,True
فهم,تفهم,تف,False
فهم,يفهمان,فهم,True
فهم,يفهما,فهم,True
فهم,تفهمان,فهم,True
فهم,تفهما,تف,False
فهم,يفهمون,فهم,True
فهم,يفهموا,فهم,True
فهم,يفهمن,فهم,True
فهم,نفهم,نف,False
فهم,فهمت,فهم,True
فهم,فهمت,فهم,True
فهم,فهمت,فهم,True
فهم,فهمتم,فهم,True
فهم,فهمتن,فهم,True
فهم,فهم,هم,False
فهم,فهمت,فهم,True
فهم,فهما,هما,False
فهم,فهمتا,فهم,True
فهم,فهموا,فهم,True
فهم,فهمن,فهم,True
فهم,فهمنا,فهم,True
فهم,إفهم,,False
فهم,إفهمي,,False
فهم,إفهموا,,False
فهم,إفهمن,,False
مرض,مرض,مرض,True
مرض,أمرض,امرض,False
مرض,تمرض,امرض,False
مرض,تمرضين,امرض,False
مرض,تمرضي,امرض,False
مرض,تمرضون,مرض,True
مرض,تمرضوا,تمرض,False
مرض,تمرضن,امرض,False
مرض,يمرض,مرض,True
مرض,تمرض,امرض,False
مرض,يمرضان,مرض,True
مرض,يمرضا,مرض,True
مرض,تمرضان,مرض,True
مرض,تمرضا,تمرض,False
مرض,يمرضون,مرض,True
مرض,يمرضوا,امرض,False
مرض,يمرضن,مرض,True
مرض,نمرض,مرض,True
مرض,مرضت,مرض,True
مرض,مرضت,مرض,True
مرض,مرضت,مرض,True
مرض,مرضتم,مرض,True
مرض,مرضتن,مرض,True
مرض,مرض,مرض,True
مرض,مرضت,مرض,True
مرض,مرضا,مرض,True
مرض,مرضتا,مرض,True
مرض,مرضوا,مرض,True
مرض,مرضن,مرض,True
مرض,مرضنا,مرض,True
مرض,إمرض,,False
مرض,إمرضي,,False
مرض,إمرضوا,,False
مرض,إمرضن,,False
سفر, سفر,سفر,True
سفر,أسافر,سافر,False
سفر,تسافر,سافر,False
سفر,تسافرين,سافر,False
سفر,تسافري,سافر,False
سفر,تسافرون,سافر,False
سفر,تسافروا,سافر,False
سفر,تسافرن,سافر,False
سفر,يسافر,سافر,False
سفر,تسافر,سافر,False
سفر,يسافران,سافر,False
سفر,يسافرا,سافر,False
سفر,تسافران,سافر,False
سفر,تسافرا,سافر,False
سفر,يسافرون,سافر,False
سفر,يسافروا,سافر,False
سفر,يسافرن,سافر,False
سفر,نسافر,سافر,False
سفر,سافرت,سافر,False
سفر,سافرت,سافر,False
سفر,سافرت,سافر,False
سفر,سافرتم,سافر,False
سفر,سافرتن,سافر,False
سفر,سافر,سافر,False
سفر,سافرت,سافر,False
سفر,سافرا,سافر,False
سفر,سافرتا,سافر,False
سفر,سافروا,سافر,False
سفر,سافرن,سافر,False
سفر,سافرنا,سافر,False
سفر,سافر,سافر,False
سفر,سافري,فرى,False
سفر,سافروا,سافر,False
سفر,سافرن,سافر,False
بحث,بحث,بحث,True
بحث,أبحث,بحث,True
بحث,تبحث,بحث,True
بحث,تبحثين,بحث,True
بحث,تبحثي,بحث,True
بحث,تبحثون,بحث,True
بحث,تبحثوا,بحث,True
بحث,تبحثن,بحث,True
بحث,يبحث,بحث,True
بحث,تبحث,بحث,True
بحث,يبحثان,بحث,True
بحث,يبحثان,بحث,True
بحث,تبحثا,بحث,True
بحث,تبحثان,بحث,True
بحث,يبحثون,بحث,True
بحث,يبحثوا,بحث,True
بحث,يبحثن,بحث,True
بحث,نبحث,بحث,True
بحث,بحثت,بحث,True
بحث,بحثت,بحث,True
بحث,بحثت,بحث,True
بحث,بحثتم,بحث,True
بحث,بحثتن,بحث,True
بحث,بحث,بحث,True
بحث,بحثت,بحث,True
بحث,بحثا,بحث,True
بحث,بحثتا,بحث,True
بحث,بحثوا,بحث,True
بحث,بحثن,بحث,True
بحث,بحثنا,بحث,True
بحث,إبحث,بحث,True
بحث,إبحثي,بحث,True
بحث,إبحثوا,بحث,True
بحث,إبحثن,,False
فكر,فكر,فكر,True
فكر,أفكر,فكر,True
فكر,تفكر,فكر,True
فكر,تفكرين,فكر,True
فكر,تفكري,فكر,True
فكر,تفكرون,فكر,True
فكر,تفكروا,تفكر,False
فكر,تفكرن,فكر,True
فكر,يفكر,فكر,True
فكر,تفكر,فكر,True
فكر,يفكران,فكر,True
فكر,يفكرا,فكر,True
فكر,تفكران,فكر,True
فكر,تفكرا,تفكر,False
فكر,يفكرون,فكر,True
فكر,يفكروا,فكر,True
فكر,يفكرن,فكر,True
فكر,نفكر,فكر,True
فكر,فكرت,فكر,True
فكر,فكرت,فكر,True
فكر,فكرت,فكر,True
فكر,فكرتم,فكر,True
فكر,فكرتن,فكر,True
فكر,فكر,فكر,True
فكر,فكرت,فكر,True
فكر,فكرا,كرا,False
فكر,فكرتا,فكر,True
فكر,فكروا,فكر,True
فكر,فكرن,فكر,True
فكر,فكرنا,فكر,True
فكر,فكر,فكر,True
فكر,فكري,كري,False
فكر,فكروا,فكر,True
فكر,فكرن,فكر,True
نتج,نتج,نتج,True
نتج,أنتج,انتج,False
نتج,تنتج,نتج,True
نتج,تنتجين,انتج,False
نتج,تنتجي,انتجى,False
نتج,تنتجون,انتج,False
نتج,تنتجوا,انتج,False
نتج,تنتجن,انتج,False
نتج,ينتج,نتج,True
نتج,تنتج,نتج,True
نتج,ينتجان,نتج,True
نتج,ينتجا,نتج,True
نتج,تنتجا,نتج,True
نتج,تنتجان,نتج,True
نتج,ينتجون,انتجى,False
نتج,ينتجوا,انتج,False
نتج,ينتجن,نتج,True
نتج,ننتج,نتج,True
نتج,أنتجت,انتج,False
نتج,أنتجت,انتج,False
نتج,أنتجت,انتج,False
نتج,أنتجتم,انتج,False
نتج,أنتجتن,انتج,False
نتج,أنتج,انتج,False
نتج,أنتجت,انتج,False
نتج,أنتجا,انتج,False
نتج,أنتجتا,انتج,False
نتج,أنتجوا,انتج,False
نتج,أنتجن,انتج,False
نتج,أنتجنا,انتج,False
نتج,إانتج,,False
نتج,إنتجي,انتجى,False
نتج,إنتجوا,انتجى,False
نتج,إنتجن,,False
