Original,Inflection,Lemma,is_same
جميل,الجميلتين,جَمِيل,False
جميل,جملاء,جملاء,False
جميل,الجملاء,جملاء,False
جميل,جميلات,جَمِيل,False
جميل,الجميلات,جَمِيل,False
جميل,أجمل,أَجْمَل,False
جميل,الأجمل,أَجْمَل,False
جميل,تجميل,تَجْمِيل,False
جميل,التجميل,تَجْمِيل,False
جميل,مجمل,مُجْمِل,False
جميل,المجمل,مُجْمِل,False
جميل,تجملاً,تَجَمَّل,False
جميل,جمالاٌ,جَمَل,False
جميل,جميلي,جَمِيل,False
جميل,جميلته,جَمِيل,False
جميل,جميلتها,جَمِيل,False
جميل,جميلتهما,جَمِيل,False
جميل,جميلتهنا,جميلتهنا,False
جميل,جميلتهم,جَمِيل,False
جميل,جميلتنا,جَمِيل,False
جميل,جميلتهن,جَمِيل,False
جميل,جميلتكم,جَمِيل,False
جميل,جميلتكن,جَمِيل,False
جميل,جميلتك,جَمِيل,False
جميل,جميلتكما,جَمِيل,False
جميل,جميلتكنا,جميلتكنا,False
صغير,صغير,صَغِير,False
صغير,أصغر,أَصْغَر,False
صغير,الأصغر,أَصْغَر,False
صغير,الصغير,صَغِير,False
صغير,الصغار,صَغِير,False
صغير,صغار,صَغِير,False
صغير,صغيرين,صَغِير,False
صغير,الصغيرين,صَغِير,False
صغير,صغيران,صَغِير,False
صغير,الصغيران,صَغِير,False
صغير,صغيرتين,صَغِير,False
صغير,الصغيرتين,صَغِير,False
صغير,الصغيرون,صغيرون,False
صغير,صغيرون,صغيرون,False
صغير,الصغيرات,صَغِير,False
صغير,صغيرات,صَغِير,False
صغير,صغيري,صَغِير,False
صغير,صغيره,صَغِير,False
صغير,صغيرها,صَغِير,False
صغير,صغيرهما,صَغِير,False
صغير,صغيرهنا,صغيرهنا,False
صغير,صغيرهم,صَغِير,False
صغير,صغيرنا,صَغِير,False
صغير,صغيرهن,صَغِير,False
صغير,صغيركم,صَغِير,False
صغير,صغيركن,صَغِير,False
صغير,صغيرك,صَغِير,False
صغير,صغيركما,صَغِير,False
صغير,صغيركنا,صغيركنا,False
