Original,Inflection,rbl_ara,is_same
درك,أدركت,أَدْرَك,False
درك,أدركت,أَدْرَك,False
درك,أدركتي,,False
درك,أدركتم,أَدْرَك,False
درك,أدركتن,أَدْرَك,False
درك,أدرك,أَدْرَك,False
درك,أدركت,أَدْرَك,False
درك,دركا,دَرَك,False
درك,دركتا,دَرَّك,False
درك,أدركوا,أَدْرَك,False
درك,أدركن,أَدَرّ,False
درك,دركنا,دَرَّك,False
درك,إدرك,,False
درك,إدركي,,False
درك,إدركوا,,False
درك,إدركن,,False
سمع,سمع,سَمِع,False
سمع,أسمع,أَسْمَع,False
سمع,تسمع,سَمِع,False
سمع,تسمعين,تَسَمُّع,False
سمع,تسمعي,سَمِع,False
سمع, تسمعون,سَمَّع,False
سمع,تسمعوا,تَسَمَّع,False
سمع,تسمعن,سَمِع,False
سمع,يسمع,سَمِع,False
سمع,تسمع,سَمِع,False
سمع,يسمعان,سَمِع,False
سمع,يسمعا,سَمِع,False
سمع,تسمعان,سَمِع,False
سمع,تسمعا,تَسَمُّع,False
سمع,يسمعون,سَمِع,False
سمع,يسمعوا,سَمِع,False
سمع,يسمعن,سَمِع,False
سمع,نسمع,سَمِع,False
سمع,سمعت,سَمِع,False
سمع,سمعت,سَمِع,False
سمع,سمعت,سَمِع,False
سمع,سمعتم,سَمِع,False
سمع,سمعتن,سَمِع,False
سمع,سمع,سَمِع,False
سمع,سمعت,سَمِع,False
سمع,سمعا,سَمِيع,False
سمع,سمعتا,سَمِع,False
سمع,سمعوا,سَمِع,False
سمع,سمعن,سَمِع,False
سمع,سمعنا,سَمِع,False
سمع,إسمع,,False
سمع,إسمعي,,False
سمع,إسمعوا,,False
سمع,إسمعن,,False
نشد,نشد,نَشَد,False
نشد,أنشد,أَنْشَد,False
نشد,تنشد,نَشَد,False
نشد,تنشدين,أَنْشَد,False
نشد,تنشدي,أَنْشَد,False
نشد,تنشدون,أَنْشَد,False
نشد,تنشدوا,أَنْشَد,False
نشد,تنشدن,أَنْشَد,False
نشد,ينشد,نَشَد,False
نشد,تنشد,نَشَد,False
نشد,ينشدنا,نَشَد,False
نشد,ينشدان,نَشَد,False
نشد,تنشدنا,نَشَد,False
نشد,تنشدان,نَشَد,False
نشد,ينشدون,نَشَد,False
نشد,ينشدوا,أَنْشَد,False
نشد,ينشدن,نَشَد,False
نشد,ننشد,نَشَد,False
نشد,نشدت,نَشَد,False
نشد,نشدت,نَشَد,False
نشد,نشدت,نَشَد,False
نشد,نشدتم,نَشَد,False
نشد,نشدتن,نَشَد,False
نشد,نشد,نَشَد,False
نشد,نشدت,نَشَد,False
نشد,نشدا,نَشَد,False
نشد,نشدتا,نَشَد,False
نشد,نشدوا,نَشَد,False
نشد,نشدن,شَدَن,False
نشد,نشدنا,نَشَد,False
نشد,إنشد,,False
نشد,إنشدي,,False
نشد,إنشدوا,,False
نشد,إنشدن,,False
كتب,كتب,كِتاب,False
كتب,أكتب,أَكْتَب,False
كتب,تكتب,كَتَب,False
كتب,تكتبين,كَتَب,False
كتب,تكتبين,كَتَب,False
كتب,تكتبون,أَكْتَب,False
كتب,تكتبوا,كَتَب,False
كتب,تكتبن,كَتَب,False
كتب,يكتب,كَتَب,False
كتب,تكتب,كَتَب,False
كتب,يكتبان,كَتَب,False
كتب,يكتبا,كَتَب,False
كتب,تكتبان,كَتَب,False
كتب,تكتبا,كَتَب,False
كتب,يكتبون,كَتَب,False
كتب,يكتبوا,كَتَب,False
كتب,يكتبن,كَتَب,False
كتب,نكتب,كَتَب,False
كتب,كتبت,كَتَب,False
كتب,كتبت,كَتَب,False
كتب,كتبت,كَتَب,False
كتب,كتبتم,كَتَب,False
كتب,كتبتن,كَتَب,False
كتب,كتب,كِتاب,False
كتب,كتبت,كَتَب,False
كتب,كتبا,كِتاب,False
كتب,كتبنا,كَتَب,False
كتب,كتبوا,كَتَب,False
كتب,كتبن,كَتَب,False
كتب,كتبنا,كَتَب,False
كتب,إكتب,,False
كتب,إكتبي,,False
كتب,إكتبوا,,False
كتب,إكتبن,,False
عرف,عرف,عَرَف,False
عرف,أعرف,أَعْرَف,False
عرف,تعرف,عَرَف,False
عرف,تعرفين,تَعَرُّف,False
عرف,تعرفي,عَرَف,False
عرف,تعرفون,عَرَّف,False
عرف,تعرفوا,تَعَرَّف,False
عرف,تعرفن,عَرَف,False
عرف,يعرف,عَرَف,False
عرف,تعرف,عَرَف,False
عرف,يعرفان,عَرَف,False
عرف,يعرفا,عَرَف,False
عرف,تعرفان,عَرَف,False
عرف,تعرفا,تَعَرُّف,False
عرف,يعرفون,عَرَف,False
عرف,يعرفوا,عَرَف,False
عرف,يعرفن,عَرَف,False
عرف,نعرف,عَرَف,False
عرف,عرفت,عَرَف,False
عرف,عرفت,عَرَف,False
عرف,عرفت,عَرَف,False
عرف,عرفتم,عَرَف,False
عرف,عرفتن,عَرَف,False
عرف,عرف,عَرَف,False
عرف,عرفت,عَرَف,False
عرف,عرفا,عَرِيف,False
عرف,عرفتا,عَرَف,False
عرف,عرفوا,عَرَف,False
عرف,عرفن,عَرَف,False
عرف,عرفنا,عَرَف,False
عرف,إعرف,,False
عرف,إعرفي,,False
عرف,إعرفوا,,False
عرف,إعرفن,,False
رجع,رجع,رَجَع,False
رجع,أرجع,أَرْجَع,False
رجع,ترجع,رَجَع,False
رجع,ترجعي,رَجَّع,False
رجع,ترجعين,رَجَّع,False
رجع,ترجعون,أَرْجَع,False
رجع,ترجعوا,تَرَجَّع,False
رجع,ترجعن,رَجَّع,False
رجع,يرجع,رَجَع,False
رجع,ترجع,رَجَع,False
رجع,يرجعون,رَجَع,False
رجع,يرجعوا,رَجَّع,False
رجع,يرجعان,رَجَع,False
رجع,يرجا,رَجّ,False
رجع,ترجعان,رَجَع,False
رجع,ترجعا,تَرَجَّع,False
رجع,يرجعن,رَجَع,False
رجع,نرجع,رَجَع,False
رجع,رجعت,رَجَع,False
رجع,رجعت,رَجَع,False
رجع,رجعت,رَجَع,False
رجع,رجعوا,رَجَع,False
رجع,رجعن,رَجَع,False
رجع,رجع,رَجَع,False
رجع,رجعت,رَجَع,False
رجع,رجعا,رَجْع,False
رجع,رجعتا,رَجَع,False
رجع,رجعوا,رَجَع,False
رجع,رجعن,رَجَع,False
رجع,رجعنا,رَجَع,False
رجع,إرجع,,False
رجع,إرجعي,,False
رجع,إرجعوا,,False
رجع,إرجعن,,False
درس,درس,دَرَس,False
درس,أدرس,دَرَس,False
درس,تدرس,دَرَس,False
درس,تدرسين,دَرَس,False
درس,تدرسي,دَرَس,False
درس,تدرسون,دَرَّس,False
درس,تدرسوا,دَرَّس,False
درس,تدرسن,دَرَس,False
درس,يدرس,دَرَس,False
درس,تدرس,دَرَس,False
درس,يدرسان,دَرَس,False
درس,يدرسان,دَرَس,False
درس,تدرسان,دَرَس,False
درس,تدرسا,دَرَس,False
درس,يدرسون,دَرَس,False
درس,يدرسوا,دَرَس,False
درس,يدرسن,دَرَس,False
درس,ندرس,دَرَس,False
درس,درست,دَرَس,False
درس,درست,دَرَس,False
درس,درست,دَرَس,False
درس,درستم,دَرَس,False
درس,درستن,دَرَس,False
درس,درس,دَرَس,False
درس,درست,دَرَس,False
درس,درسا,دَرَس,False
درس,درستا,دَرَس,False
درس,درسوا,دَرَس,False
درس,درسن,دَرَس,False
درس,درسنا,دَرَس,False
درس,إدرس,,False
درس,إدرسي,,False
درس,إدرسوا,,False
درس,إدرسن,,False
نزل,نزل,نَزَل,False
نزل,أنزل,أَنْزَل,False
نزل,تنزل,نَزَل,False
نزل,تنزلين,أَنْزَل,False
نزل,تنزلي,أَنْزَل,False
نزل,تنزلون,أَنْزَل,False
نزل,تنزلوا,تَنَزَّل,False
نزل,تنزلن,أَنْزَل,False
نزل,ينزل,نَزَل,False
نزل,تنزل,نَزَل,False
نزل,ينزلان,نَزَل,False
نزل,ينزلنا,نَزَل,False
نزل,تنزلان,نَزَل,False
نزل,تنزلنا,تَنَزَّل,False
نزل,ينزلون,نَزَل,False
نزل,ينزلوا,أَنْزَل,False
نزل,ينزلن,نَزَل,False
نزل,ننزل,نَزَل,False
نزل,نزلت,نَزَل,False
نزل,نزلت,نَزَل,False
نزل,نزلت,نَزَل,False
نزل,نزلتم,نَزَل,False
نزل,نزلتن,نَزَل,False
نزل,نزل,نَزَل,False
نزل,نزلت,نَزَل,False
نزل,نزلا,نَزِيل,False
نزل,نزلتا,نَزَل,False
نزل,نزلوا,نَزَل,False
نزل,نزلتن,نَزَل,False
نزل,نزلنا,نَزَل,False
نزل,إنزل,,False
نزل,إنزلي,,False
نزل,إنزلوا,,False
نزل,إنزلن,,False
دخل,دخل,دَخَل,False
دخل,أدخل,أَدْخَل,False
دخل,تدخل,دَخَل,False
دخل,تدخلين,تَدَخُّل,False
دخل,تدخلي,دَخَل,False
دخل,تدخلون,أَدْخَل,False
دخل,تدخلوا,تَدَخَّل,False
دخل,تدخلن,دَخَل,False
دخل,يدخل,دَخَل,False
دخل,تدخل,دَخَل,False
دخل,يدخلان,دَخَل,False
دخل,يدخلنا,دَخَل,False
دخل,تدخلان,دَخَل,False
دخل,تدخلنا,تَدَخَّل,False
دخل,يدخلون,دَخَل,False
دخل,يدخلوا,دَخَل,False
دخل,يدخلنا,دَخَل,False
دخل,ندخل,دَخَل,False
دخل,دخلت,دَخَل,False
دخل,دخلت,دَخَل,False
دخل,دخلت,دَخَل,False
دخل,دخلتم,دَخَل,False
دخل,دخلتن,دَخَل,False
دخل,دخل,دَخَل,False
دخل,دخلت,دَخَل,False
دخل,دخلا,دَخِيل,False
دخل,دخلتا,دَخَل,False
دخل,دخلوا,دَخَل,False
دخل,دخلن,دَخَل,False
دخل,دخلنا,دَخَل,False
دخل,أدخل,أَدْخَل,False
دخل,أدخلي,دَخَل,False
دخل,أدخلوا,أَدْخَل,False
دخل,أدخلن,أَدْخَل,False
زرع,زرع,زَرْع,False
زرع,أزرع,زَرَع,False
زرع,تزرع,زَرَع,False
زرع,تزرعين,زَرَع,False
زرع,تزرعي,زَرَع,False
زرع,تزرعون,زَرَع,False
زرع,تزرعوا,زَرَع,False
زرع,تزرعن,زَرَع,False
زرع,يزرع,زَرَع,False
زرع,تزرع,زَرَع,False
زرع,يزرعان,زَرَع,False
زرع,يزرعا,زَرَع,False
زرع,تزرعان,زَرَع,False
زرع,تزرعا,زَرَع,False
زرع,يزرعون,زَرَع,False
زرع,يزرعوا,زَرَع,False
زرع,يزرعن,زَرَع,False
زرع,نزرع,زَرَع,False
زرع,زرعت,زَرَع,False
زرع,زرعت,زَرَع,False
زرع,زرعت,زَرَع,False
زرع,زرعتم,زَرَع,False
زرع,زرعتن,زَرَع,False
زرع,زرع,زَرْع,False
زرع,زرعت,زَرَع,False
زرع,زرعا,زَرْع,False
زرع,زرعتا,زَرَع,False
زرع,زرعوا,زَرَع,False
زرع,زرعن,زَرَع,False
زرع,زرعنا,زَرَع,False
زرع,إزرع,,False
زرع,إزرعي,,False
زرع,إزرعوا,,False
زرع,إزرعن,,False
رفع,رفع,رَفَع,False
رفع,أرفع,رَفَع,False
رفع,ترفع,رَفَع,False
رفع,ترفعين,تَرَفُّع,False
رفع,ترفعي,رَفَع,False
رفع,ترفعون,رَفَّع,False
رفع,ترفعوا,تَرَفَّع,False
رفع,ترفعن,رَفَع,False
رفع,يرفع,رَفَع,False
رفع,ترفع,رَفَع,False
رفع,يرفعان,رَفَع,False
رفع,يرفعان,رَفَع,False
رفع,ترفعان,رَفَع,False
رفع,ترفعا,تَرَفَّع,False
رفع,يرفعون,رَفَع,False
رفع,يرفعوا,رَفَع,False
رفع,يرفعن,رَفَع,False
رفع,نرفع,رَفَع,False
رفع,رفعت,رَفَع,False
رفع,رفعت,رَفَع,False
رفع,رفعت,رَفَع,False
رفع,رفعتم,رَفَع,False
رفع,رفعتن,رَفَع,False
رفع,رفع,رَفَع,False
رفع,رفعت,رَفَع,False
رفع,رفعا,رَفَع,False
رفع,رفعتا,رَفَع,False
رفع,رفعوا,رَفَع,False
رفع,رفعن,رَفَع,False
رفع,رفعنا,رَفَع,False
رفع,إرفع,رَفَع,False
رفع,إرفعي,رَفَع,False
رفع,إرفعوا,رَفَع,False
رفع,أرفعن,,False
صنع,صنع,صَنَع,False
صنع,أصنع,صَنَع,False
صنع,تصنع,صَنَع,False
صنع,تصنعين,صَنَع,False
صنع,تصنعي,تَصَنُّعِيّ,False
صنع,تصنعون,صَنَّع,False
صنع,تصنعوا,تَصَنَّع,False
صنع,تصنعن,صَنَع,False
صنع,يصنع,صَنَع,False
صنع,تصنع,صَنَع,False
صنع,يصنعان,صَنَع,False
صنع,يصنعا,صَنَع,False
صنع,تصنعان,صَنَع,False
صنع,تصنعا,تَصَنُّع,False
صنع,يصنعون,صَنَع,False
صنع,يصنعوا,صَنَع,False
صنع,يصنعن,صَنَع,False
صنع,نصنع,صَنَع,False
صنع,صنعت,صَنَع,False
صنع,صنعت,صَنَع,False
صنع,صنعت,صَنَع,False
صنع,صنعتم,صَنَع,False
صنع,صنعتن,صَنَع,False
صنع,صنع,صَنَع,False
صنع,صنعت,صَنَع,False
صنع,صنعا,صَنْع,False
صنع,صنعتا,صَنَع,False
صنع,صنعوا,صَنَع,False
صنع,صنعن,صَنَع,False
صنع,صنعنا,صَنَع,False
صنع,إصنع,,False
صنع,إصنعي,,False
صنع,إصنعوا,,False
صنع,إصنعن,,False
فهم,فهم,هُم,False
فهم,أفهم,أَفْهَم,False
فهم,تفهم,تُفّ,False
فهم,تفهمين,فَهِم,False
فهم,تفهمي,فَهِم,False
فهم,تفهمون,فَهَّم,False
فهم,تفهموا,تَفَهَّم,False
فهم,تفهمن,فَهِم,False
فهم,يفهم,فَهِم,False
فهم,تفهم,تُفّ,False
فهم,يفهمان,فَهِم,False
فهم,يفهما,فَهِم,False
فهم,تفهمان,فَهِم,False
فهم,تفهما,تُفّ,False
فهم,يفهمون,فَهِم,False
فهم,يفهموا,فَهِم,False
فهم,يفهمن,فَهِم,False
فهم,نفهم,نَفّ,False
فهم,فهمت,فَهِم,False
فهم,فهمت,فَهِم,False
فهم,فهمت,فَهِم,False
فهم,فهمتم,فَهِم,False
فهم,فهمتن,فَهِم,False
فهم,فهم,هُم,False
فهم,فهمت,فَهِم,False
فهم,فهما,هُما,False
فهم,فهمتا,فَهِم,False
فهم,فهموا,فَهِم,False
فهم,فهمن,فَهِم,False
فهم,فهمنا,فَهِم,False
فهم,إفهم,,False
فهم,إفهمي,,False
فهم,إفهموا,,False
فهم,إفهمن,,False
مرض,مرض,مَرَض,False
مرض,أمرض,أَمْرَض,False
مرض,تمرض,أَمْرَض,False
مرض,تمرضين,أَمْرَض,False
مرض,تمرضي,أَمْرَض,False
مرض,تمرضون,مَرَّض,False
مرض,تمرضوا,تَمَرَّض,False
مرض,تمرضن,أَمْرَض,False
مرض,يمرض,مَرِض,False
مرض,تمرض,أَمْرَض,False
مرض,يمرضان,مَرِض,False
مرض,يمرضا,مَرِض,False
مرض,تمرضان,مَرِض,False
مرض,تمرضا,تَمَرَّض,False
مرض,يمرضون,مَرِض,False
مرض,يمرضوا,أَمْرَض,False
مرض,يمرضن,مَرِض,False
مرض,نمرض,مَرِض,False
مرض,مرضت,مَرَّض,False
مرض,مرضت,مَرَّض,False
مرض,مرضت,مَرَّض,False
مرض,مرضتم,مَرَّض,False
مرض,مرضتن,مَرَّض,False
مرض,مرض,مَرَض,False
مرض,مرضت,مَرَّض,False
مرض,مرضا,مَرَض,False
مرض,مرضتا,مَرَّض,False
مرض,مرضوا,مَرَّض,False
مرض,مرضن,مَرَّض,False
مرض,مرضنا,مَرَّض,False
مرض,إمرض,,False
مرض,إمرضي,,False
مرض,إمرضوا,,False
مرض,إمرضن,,False
سفر, سفر,سَفَر,False
سفر,أسافر,سافَر,False
سفر,تسافر,سافَر,False
سفر,تسافرين,سافَر,False
سفر,تسافري,سافَر,False
سفر,تسافرون,سافَر,False
سفر,تسافروا,سافَر,False
سفر,تسافرن,سافَر,False
سفر,يسافر,سافَر,False
سفر,تسافر,سافَر,False
سفر,يسافران,سافَر,False
سفر,يسافرا,سافَر,False
سفر,تسافران,سافَر,False
سفر,تسافرا,سافَر,False
سفر,يسافرون,سافَر,False
سفر,يسافروا,سافَر,False
سفر,يسافرن,سافَر,False
سفر,نسافر,سافَر,False
سفر,سافرت,سافَر,False
سفر,سافرت,سافَر,False
سفر,سافرت,سافَر,False
سفر,سافرتم,سافَر,False
سفر,سافرتن,سافَر,False
سفر,سافر,سافَر,False
سفر,سافرت,سافَر,False
سفر,سافرا,سافَر,False
سفر,سافرتا,سافَر,False
سفر,سافروا,سافَر,False
سفر,سافرن,سافَر,False
سفر,سافرنا,سافَر,False
سفر,سافر,سافَر,False
سفر,سافري,فَرَى,False
سفر,سافروا,سافَر,False
سفر,سافرن,سافَر,False
بحث,بحث,بَحَث,False
بحث,أبحث,بَحَث,False
بحث,تبحث,بَحَث,False
بحث,تبحثين,بَحَث,False
بحث,تبحثي,بَحَث,False
بحث,تبحثون,بَحَث,False
بحث,تبحثوا,بَحَث,False
بحث,تبحثن,بَحَث,False
بحث,يبحث,بَحَث,False
بحث,تبحث,بَحَث,False
بحث,يبحثان,بَحَث,False
بحث,يبحثان,بَحَث,False
بحث,تبحثا,بَحَث,False
بحث,تبحثان,بَحَث,False
بحث,يبحثون,بَحَث,False
بحث,يبحثوا,بَحَث,False
بحث,يبحثن,بَحَث,False
بحث,نبحث,بَحَث,False
بحث,بحثت,بَحَث,False
بحث,بحثت,بَحَث,False
بحث,بحثت,بَحَث,False
بحث,بحثتم,بَحَث,False
بحث,بحثتن,بَحَث,False
بحث,بحث,بَحَث,False
بحث,بحثت,بَحَث,False
بحث,بحثا,بَحَث,False
بحث,بحثتا,بَحَث,False
بحث,بحثوا,بَحَث,False
بحث,بحثن,بَحَث,False
بحث,بحثنا,بَحَث,False
بحث,إبحث,بَحَث,False
بحث,إبحثي,بَحَث,False
بحث,إبحثوا,بَحَث,False
بحث,إبحثن,,False
فكر,فكر,فَكَّر,False
فكر,أفكر,فَكَّر,False
فكر,تفكر,فَكَّر,False
فكر,تفكرين,فَكَّر,False
فكر,تفكري,فَكَّر,False
فكر,تفكرون,فَكَّر,False
فكر,تفكروا,تَفَكَّر,False
فكر,تفكرن,فَكَّر,False
فكر,يفكر,فَكَّر,False
فكر,تفكر,فَكَّر,False
فكر,يفكران,فَكَّر,False
فكر,يفكرا,فَكَّر,False
فكر,تفكران,فَكَّر,False
فكر,تفكرا,تَفَكُّر,False
فكر,يفكرون,فَكَّر,False
فكر,يفكروا,فَكَّر,False
فكر,يفكرن,فَكَّر,False
فكر,نفكر,فَكَّر,False
فكر,فكرت,فَكَّر,False
فكر,فكرت,فَكَّر,False
فكر,فكرت,فَكَّر,False
فكر,فكرتم,فَكَّر,False
فكر,فكرتن,فَكَّر,False
فكر,فكر,فَكَّر,False
فكر,فكرت,فَكَّر,False
فكر,فكرا,كَرا,False
فكر,فكرتا,فَكَّر,False
فكر,فكروا,فَكَّر,False
فكر,فكرن,فَكَّر,False
فكر,فكرنا,فَكَّر,False
فكر,فكر,فَكَّر,False
فكر,فكري,كَرِي,False
فكر,فكروا,فَكَّر,False
فكر,فكرن,فَكَّر,False
نتج,نتج,نَتَج,False
نتج,أنتج,أَنْتَج,False
نتج,تنتج,نَتَج,False
نتج,تنتجين,أَنْتَج,False
نتج,تنتجي,اِنْتَجَى,False
نتج,تنتجون,أَنْتَج,False
نتج,تنتجوا,أَنْتَج,False
نتج,تنتجن,أَنْتَج,False
نتج,ينتج,نَتَج,False
نتج,تنتج,نَتَج,False
نتج,ينتجان,نَتَج,False
نتج,ينتجا,نَتَج,False
نتج,تنتجا,نَتَج,False
نتج,تنتجان,نَتَج,False
نتج,ينتجون,اِنْتَجَى,False
نتج,ينتجوا,أَنْتَج,False
نتج,ينتجن,نَتَج,False
نتج,ننتج,نَتَج,False
نتج,أنتجت,أَنْتَج,False
نتج,أنتجت,أَنْتَج,False
نتج,أنتجت,أَنْتَج,False
نتج,أنتجتم,أَنْتَج,False
نتج,أنتجتن,أَنْتَج,False
نتج,أنتج,أَنْتَج,False
نتج,أنتجت,أَنْتَج,False
نتج,أنتجا,أَنْتَج,False
نتج,أنتجتا,أَنْتَج,False
نتج,أنتجوا,أَنْتَج,False
نتج,أنتجن,أَنْتَج,False
نتج,أنتجنا,أَنْتَج,False
نتج,إانتج,,False
نتج,إنتجي,اِنْتَجَى,False
نتج,إنتجوا,اِنْتَجَى,False
نتج,إنتجن,,False
