Original,Inflection,ar_std_lem_folding1,is_same
غربة,مغرب,مغرب,False
غربة,مغربية,مغرب,False
غربة,المغربية,مغرب,False
غربة,مغربي,مغرب,False
جميل,جميل,جميل,True
جميل,الجمال,جمال,False
جميل,جميل,جميل,True
جميل,الجميل,جميل,True
جميل,جميلة,جميل,True
جميل,الجميلة,جميل,True
جميل,جميلين,جميل,True
جميل,الجملين,جمل,False
جميل,جميلتين,جميلت,False
جميل,الجميلتين,جميلت,False
جميل,جملاء,جملاء,False
جميل,الجملاء,جملاء,False
جميل,جميلات,جميل,True
جميل,الجميلات,جميل,True
جميل,أجمل,اجمل,False
جميل,الأجمل,اجمل,False
جميل,تجميل,تجميل,False
جميل,التجميل,تجميل,False
جميل,مجمل,مجمل,False
جميل,المجمل,مجمل,False
جميل,تجملاً,تجملا,False
جميل,جمالاٌ,جمالا,False
جميل,جميلي,جميل,True
جميل,جميلته,جميلت,False
جميل,جميلتها,جميلت,False
جميل,جميلتهما,جميلتهما,False
جميل,جميلتهنا,جميلتهنا,False
جميل,جميلتهم,جميلتهم,False
جميل,جميلتنا,جميلتنا,False
جميل,جميلتهن,جميلتهن,False
جميل,جميلتكم,جميلتكم,False
جميل,جميلتكن,جميلتكن,False
جميل,جميلتك,جميلتك,False
جميل,جميلتكما,جميلتكما,False
جميل,جميلتكنا,جميلتكنا,False
صغير,صغير,صغير,True
صغير,أصغر,اصغر,False
صغير,الأصغر,اصغر,False
صغير,الصغير,صغير,True
صغير,الصغار,صغار,False
صغير,صغار,صغار,False
صغير,صغيرين,صغير,True
صغير,الصغيرين,صغير,True
صغير,صغيران,صغير,True
صغير,الصغيران,صغير,True
صغير,صغيرتين,صغيرت,False
صغير,الصغيرتين,صغيرت,False
صغير,الصغيرون,صغير,True
صغير,صغيرون,صغير,True
صغير,الصغيرات,صغير,True
صغير,صغيرات,صغير,True
صغير,صغيري,صغير,True
صغير,صغيره,صغير,True
صغير,صغيرها,صغير,True
صغير,صغيرهما,صغيرهما,False
صغير,صغيرهنا,صغيرهنا,False
صغير,صغيرهم,صغيرهم,False
صغير,صغيرنا,صغيرنا,False
صغير,صغيرهن,صغيرهن,False
صغير,صغيركم,صغيركم,False
صغير,صغيركن,صغيركن,False
صغير,صغيرك,صغيرك,False
صغير,صغيركما,صغيركما,False
صغير,صغيركنا,صغيركنا,False
